Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Warehouse Manager,RDJ Bakeries Ltd.,"Cambridge, Ontario, Canada",Associate,5 days ago,Full-time,Supply Chain,Food and Beverage Manufacturing,"RDJ Bakeries, a distinguished food manufacturer renowned for its exceptional crackers, is seeking talented individuals to join our growing Supply Chain team. With a focus on quality and innovation, we collaborate with global partners to deliver delightful, delectable treats that captivate our customers. As a part of our diverse and dynamic team, you'll have the opportunity to contribute to our mission of shaping the future of cracker perfection. Apply now to the Warehouse Manager position and be a part of our exciting journey!Job purposeThe primary role of the associate is to process orders and oversee cycle of order fulfilment. Responsible for making sure supplies, stock, materials, packages, and/or products are processed through the or warehouse system efficiently and safely.Duties and ResponsibilitiesThe associate’s primary functions and responsibilities are as follows:Assess appropriate material handling equipment needs and staffing levels to load, unload, move, or store materials.Design and implement plant warehousing strategies for production materials, finished products, reduction of warehouse clutter.Take steps to avoid quality control issues.Make sure warehouse capacity is kept at optimal levels.Manage the shipping staff in the warehouse with the Shipping Supervisor.Ensure the handling of material is done in the best optimal way possible to keep the integrity of materialStrategically manage warehouse in compliance with company’s policies and visionEnsure that capital is maintained in good working conditionsFollow Health and Safety rules and regulations. (Training provided)Required to work “Independently” as well as in a “Team” environment.Responsible for training of operators for products and processes.Responsible for daily management and support for the team to achieve operational success.Assign work schedules and timesheets to Warehouse team members and track performance.Ensure the warehouse staff follows the FIFO protocol and collaborating with the shipping and inventory teams to make sure we aren't storing any extra product.Obtaining quotes for warehouse equipment from outside providers.Ensure that the warehouse staff completes their allocated tasks effectively and efficiently.Ensure that the capacity of the warehouse is maintained at its ideal levels and that all the equipment is in good functioning condition and safe to use.Oversee all elements of warehouse operations to guarantee timely loadings and give all warehouse workers access to effective communication of plans, targets, goals, and results.Overseeing all the documentation, Inspection protocols were being followed by the warehouse team.Assign work schedules and timesheets to Warehouse team members and track performance.Manage all aspects of warehouse operations to ensure on time loadings and provide effective communication of plans, targets, Goals and results to all the warehouse staff.Make sure warehouse capacity is kept at optimal levels and ensure that all the equipment is in proper working order and safe to operate.Performing the Root cause analysis for the issues happened regarding the transfers and outbounds.Overseeing the warehousing crew is following FIFO procedure and working with shipping and Inventory team to ensure that we are not holding excess stock.Ensure the workforce at the warehouse is effective and efficient in their assigned tasks.Overseeing all the documentation, Inspection protocols were being maintained by the warehouse team.Working with external vendors and getting Quotes for warehouse equipment.Responsible for daily management and support for the team to achieve operational success.Monitor time and attendance and ensure compliance with Company Procedures.Approve the vacation requests.Carry out incident, accident and non-conformity investigations and associated reporting and action closure.Issue disciplinary action when needed.Perform other assigned duties.Follow Health and Safety rules and regulations.Must follow Good Manufacturing Practices, Food Safety, and Food Defense guidelines.Comply with all Company policies and procedures.QualificationsProblem-solving skills.Decision making ability.Organizational skills and Procedural mindset.Ability to prioritize and understanding of quality management principles.Attention to detail and Ability to analyze data and understand connections.Management ability.Experience in logistics management preferred, Two-year degree required, Bachelor's degree preferred, Experience often may substitute for education.Great attention to detail with accuracy.Proficient in MS Word and MS Excel.Strong understanding of freight, and documentation.Strong oral and written communication.Ability to work in a fast-paced environment.Working conditionsAlways work indoors.Compliant with ventilation, cleanliness, space, lighting, and temperature.Physical requirementsSitting involved.May repeat the same movement.Typing involved.We are an equal opportunity employer. In accordance with AODA (Accessibility for Ontarians with Disabilities Act, 2005), RDJ Bakeries LTD will provide accommodations throughout the recruitment, selection and/or assessment process to applicants with disabilities. If you require disability-related accommodations, please inform the Human Resources (HR) staff. All personal information is collected under the authority of the Personal Information Protection and Electronics Document Act."
Delivery Van / Truck Driver,ptifoods,"Mississauga, Ontario, Canada",Entry level,3 days ago,Full-time,Management and Manufacturing,Food and Beverage Services,"Job DescriptionWe are a food distribution company servicing retail grocery supermarkets in the Greater Toronto Area and we are seeking a Delivery Driver to join our team! You will be responsible for safely operating a 24ft 5 ton straight truck (G license).Competitive wages ($20.00/hr) + benefits.What we have to offer: Day shift - Monday to Friday: 40 hours per weekLocal deliveries within Greater Toronto AreaHome dailyApproximately 40 hours per weekResponsibilities:Safely operate a van and 5 tonne truckLoad and unload cargo by electric pallet jacks, hand carts and some hand bombing requiredEnsure that goods are delivered to our customers in a safe and timely mannerCase count when making delivery and have receiver sign off on receiving documentationReport any issues or incidents to dispatchInspect truck before and after tripSome warehousing work (shipping/receiving) requiredRequirements:Previous experience in truck drivingG license required with minimum of 2 years of commercial driving experience (straight truck or cube van)Able to lift up to 50lbs on a continuous basis and enjoy being physically activeStrong work ethicExperience working in a warehouse (and forklift) is an asset"
"Warehouse associate | Fulfillment | Travel to Simcoe, ON",VG Meats,"Simcoe, Ontario, Canada",Mid-Senior level,4 days ago,Full-time,Management and Manufacturing,Internet Publishing,"VG Meats is looking for an Order Picking worker in Simcoe, ON. Are you an organized and meticulous hard worker? This job might be for you!The Shipping & Receiving role will be for a mature individual who is willing to train and who will demonstrate the necessary qualities to perform this position with attention to detail, organization, and accuracy. Develop your CAREER with VG Meats!Why should you work for VG Meats?Wage Range: $18.50 - $23/hour25% off employee discountA growing company offering many learning experiencesWe are a regenerative employer meaning that the organization continues to build a workplace that is good for its staff, producers, customers and communities.What you will do in the Order Picking role (Range: $18.50 - $23/hour):Prepare skids and outgoing ordersTrack customer orders in a database systemAssemble and track customer ordersReceive and unload freightCheck for damaged goods and productValidate all shipped and received materialsProvide packaging materials as required (outside warehousing)Break down and dispose of all previously used shipping boxes and containersAdhere to and abide by all Health and Safety rules, regulations and proceduresAble to work from noon - 9 p.m.Other duties as assignedRequirements/Qualifications (Range: $18.50 - $23/hour):Completion of Secondary School or equivalency requiredAbility to learn and take directionExtremely organized and fast-pacedExcellent verbal communication and computer skillsAbsolute attention to detail and accuracyThis job requires the employee to lift, carry and move up to 50 lbs and work in a cold/damp environmentAdditional on-the-job training will be provided according to company practices, polies, and proceduresWhat you will do in the Picking role (Range: $18.50 - $23/hour) - duties from above range plus:Record contents manually or by computer, and affix identifying information Determine method of shipment and arrange shipping; prepare bills of lading, invoices and other shipping documents manually or by computerAssist in loading trucks as requiredInvoicing as neededAssemble customer ordersMaintain product inventoryInspect, verify and validate all incoming and outgoing goods against invoices or other documents, record shortages and check for damaged goods and productUnpack, code and route goods to appropriate storage areasMaintain internal, manual or computerized record-keeping systemsEnsure accuracy of all records and pallet countsAssist in developing and implementing Dock GMP’sGeneral organization and department maintenanceMay operate forklift, hand truck or other equipment to load, unload, transport and store goodsOther duties as assignedRequirements/Qualifications (Range: $18 - $23/hour) - requirements from above range plus:Completion of Secondary School or equivalency requiredPrefer 1 or more years of previous relevant experience Forklift certification (not mandatory but considered an asset)About VG Meats:VG Meats is dedicated to producing high quality, healthy foods through sustainable farming practices. A fourth-generation family business, we produce tenderness tested beef, pork and pastured poultry that our customers love. We're looking for people who share our dedication and vision. Our areas of focus are regenerative farming practices, retailers, farmers, restaurants, distributors and institutions.VG Meats is an equal opportunity employer and accommodation will be provided during the interviewing and hiring processes.Job Type: Full-timePlacement within wage range is commensurate with experience and skills.Powered by JazzHR54LBySzdTQ"
Purchasing Assistant,PBS Systems,"Calgary, Alberta, Canada",Entry level,5 days ago,Full-time,Management and Manufacturing,Human Resources Services,"“PBS is the fastest growing “All Inclusive Business Platform” vendor in North America and we’ve only just begun! “The OpportunityWe are changing the way people buy and service cars one dealership at a time. In business for over 30 years, PBS is the third largest DMS (Dealership Management System) provider to the North American retail automotive industry. Each month we welcome hundreds of new users to our software platform, and we need your help.We are unique in the industry because we view our customers as business partners, technology innovators, and friends. Our software can run all aspects of an automotive dealership with sales, service, inventory management, and accounting modules.The RolePBS is looking to hire a Purchasing Assistant that will be an integral part of our growing team. The Purchasing Assistant works with the administration team to assist with our day-to-day tasks and projects. They are involved in purchasing, sales and installation, order fulfilling as well as shipping and receiving.This position is based in our Calgary Head Office and is NOT a remote or Hybrid opportunity.Duties And ResponsibilitiesProcessing Orders PO CreationMaintaining relationships with Vendors/ManufacturersKeeping up stock inventory for all 4 officesCoordinating with other departments to have all hardware ordered and delivered to site before tech installationPurchasing Licenses for customers as well as all internal licenses neededData Entry - order configurations, extended warranties, new client set up and lock code updatesAcquiring quotes on a regular basisShipping/ReceivingQualifications1-2 years of previous purchasing and office experience preferredShipping and receiving experienceAbility to multi-task in a fast-paced team environmentStrong attention to detailSolid computer knowledge Microsoft Office SuiteStrong organizational and time management skillsExcellent written and verbal communication skillsExperience with various softwareHigh School DiplomaWhat We OfferInternal promotion and growth opportunitiesAn education department dedicated to helping you with professional and personal developmentFree parking Staff events Great referral bonusStaff discounts with GM, Dell, Goodlife and moreShould you be selected for an interview, you will be contacted via email. Please monitor your junk/spam folder.PBS is an equal opportunity employer. Accommodations will be provided during the hiring process as required"
"Manager, Supply Chain",Island Health - Vancouver Island Health Authority,"Victoria, British Columbia, Canada",Mid-Senior level,5 days ago,Full-time,Management and Manufacturing,Hospitals and Health Care,"Job DescriptionIn accordance with the Vision, Purpose, and Values, and strategic direction of the Vancouver Island Health Authority (Island Health) patient and staff safety is a priority and a responsibility shared by everyone; as such, the requirement to continuously improve quality and safety is inherent in all aspects of this position.The Manager, Supply Chain is responsible for establishing and maintaining processes and informing decision making in the area of Supply Chain needs for the organization. Ensures departmental area policies and procedures comply with professional, legal, and Island Health standards.QUALIFICATIONS:Education, Training And ExperienceA minimum level of education equivalent to an undergraduate degree, preferably in Business or Health Administration with specific education in the areas of administration/leadership, healthcare systems, and/or project management. Seven (7) to ten (10) years of recent, related experience including two years in a healthcare role with experience in leadership, initiative development and implementation in relation to Logistics, systems planning, financial and information management, and change management.Skills And Abilities Demonstrated leadership and managerial skills in a complex environment.  Effective interpersonal, verbal and written communication skills, including the ability to facilitate and negotiate.  Proven ability to build and maintain effective relationships.  Demonstrated commitment to client focused services and teamwork.  Demonstrated project management education, experience and success with multi-faceted projects and stringent timelines.  Ability to integrate administrative, professional and operational aspects of the department throughout Island Health in an effective and efficient manner.  Ability to develop and nurture an environment where quality improvement principles are embraced and used on a continuous basis.  Physical ability to perform the duties of the job.Link To Full Job Descriptionhttps://jd.viha.ca/JD4668.pdf"
Driver,Traction Heavy Duty Parts,"Ottawa, Ontario, Canada",Entry level,3 days ago,Full-time,Management and Manufacturing,Retail,"Company DescriptionOur drivers have important missions everydayWhatever division you join, you are a crucial part of our team. When we deliver parts, we are helping a parent be on time at the daycare, an ambulance get back on the road quickly or a truck deliver produce to a Canadian community on time. That is why we say we keep Canadians moving forward.The impact our Drivers make is undeniable!Join a special kind of workplace. We have the experience and strength of our 100-year legacy and the desire to always do better for our team members and clients. Our 5000 colleagues proudly serve thousands of customers every day across Canada.Get to work with great people, use the company car, have a stable schedule, and foremost help your community.If the hat fits, we’d be proud to have you wear it! Send us your resume and join a people-centric company with a reputation of excellence.Job DescriptionTRACTION Ottawa, ON is looking for a DriverThis position pays between $17.45 and $19.05 per hour (depending on applicable experience) + benefits, paid time off, an awesome discount on parts and many other great benefits!Are you a car enthusiast looking for an exciting career opportunity? Get behind the wheel and deliver vehicle parts to our customers! Take pride in wearing our uniform and driving our vehicles as you work in a dynamic and stimulating environment.Our drivers are courteous, efficient, safe, and organized. We insist that all our drivers be careful on the road. At Traction, your safety is our priority!We offer a range of attractive benefits and corporate discounts, as well as training throughout your career to support and guide your professional development. Visit our Career website for the complete list of our benefits and perks!QualificationsTo join our team, you need: Valid driver’s license Able to lift up to 50lbs. Priority management Communication and listening skills Teamwork and excellent customer service skills Additional InformationYour benefits along the way:Flexible group insurance program: health, drug, dental and lifePension planCorporate discounts on the purchase of parts, car dealerships and at fitness centersTuition reimbursement under certain conditionsPayroll savings programAccess to the online training centerWork with great teammates who have the same passion as youUAP is a diverse community that promotes inclusion and respect. The sum of our individual differences, experiences, knowledge, self-expression, unique capabilities, and talents, represents the richness of our culture. During the selection process, let us know if you need any accommodations. This information will be kept entirely confidential and will only be used to ensure you have a fair and pleasant experience with usWe will contact you as soon as possible if we think we have the hat for you!"
Field Logistics Manager,Executrade – Your Recruitment Specialists,"Edmonton, Alberta, Canada",Not Applicable,2 days ago,Full-time,Project Management,"Transportation, Logistics, Supply Chain and Storage and Construction","FIELD LOGISTICS MANAGER  Field/Site Logistic Manager required for a 9-12 month project! Position available to start immediately - apply today! The OpportunityOur client, a leading international transportation organization requires an experienced Field/Site Logistics Manager to join them to work alongside their client for a 9-12 month project located just east of Edmonton. This position requires an individual to act as the “hub” of all activities related to the planning and execution of all field logistic activities for the project and ensuring the safe delivery of all equipment and materials to site. Key Account Responsibilities and FunctionsForecast cargo volumes/arrivals on an ongoing basis.Ensure all activities are aligned and compliant with government regulations.Monitor status of material, including current estimate time of arrive as well as shortages. Additional tasks as assigned. Coordinate all onsite activities with Lead Site Manager, Warehouse Manager & Materials Manager. Coordinate and schedule deliver/last mile of domestic and international shipments in all modes of transportation as it related to field logistics. Additional responsibilities include creation of shipping invoices, packing lists and other related documents.  Required Skills and QualificationsMinimum 5+ years of field/site logistics experience.Education/degree in Logistics an asset. Experience with EPC capital projects.Strong understanding of project logistics; expertise in shipping heavy or over dimensional cargo a strong asset. Strong knowledge of incoterms 2020.International trade experience an asset. SAP, MS Office knowledge is a requirement, experience with Smart Plant Materials preferred.Strong communication skills along with project management experience and problem solving skills are a must. Must have experience working on site/field locations.  Compensation and BenefitsSalary will be based on experience. Must be able to provide a clear criminal record check. Executrade is one of the largest and most comprehensive full-service recruitment firms in Western Canada, with 11 divisions and locations in Edmonton, Calgary, and Vancouver. We have over 40 years of experience helping client companies and candidates achieve their business goals and vision. Our success is due to our people, the strong relationships we build, and the continuous and robust evaluation and refining of our recruitment and staffing processes.Individuals interested in this employment opportunity must obtain the necessary approvals from the Government of Canada - Citizenship and Immigration department, prior to applying for this position. In accordance with the Canadian Immigration laws, priority will be given to Canadian citizens and permanent residents of Canada for employment opportunities. Detailed information can be obtained from http://www.cic.gc.ca"
Mechanical Assembler,Vicinity Motor Corp.,"City of Langley, British Columbia, Canada",Mid-Senior level,1 day ago,Full-time,Management and Manufacturing,Internet Publishing,"The Vicinity Motor (Bus) Corporation (Previously Grande West Transportation Group) is a Canadian bus.manufacturer which designs, engineers, and manufactures mid-size buses for transit authorities andcommercial enterprises. The Vicinity bus is available in a variety of models powered by clean diesel or CNG,designed with affordability, accessibility, and environmental responsibility in mind. Further to this, as a partof the global transition to sustainable transportation, the Vicinity Motor Corporation will be introducing theVicinity Lightning EV bus, as well as a line of Electric Work Trucks.We are looking for a Mechanical Assembler for our PDI shop in Aldergrove Location. Mechanical assembler is responsible for the assembling parts and help manufacture EV trucks, buses, and Body installs.Role OverviewRead, interpret, and follow basic diagrams, engineering drawings, specifications, bills of materials, and other instructions or procedures to accurately fabricate and assemble materials and equipment. Collect all material and equipment needed to begin the process.Take precision measurements to ensure perfect fit of components.Select or modify components according to measurements and specifications.Check output to ensure highest quality.Report on issues, malfunction, or defective parts.Skills in assembly of equipment including minor fabrication functions.Any other general shop skills are a plus. Experience in an automotive or heavy-duty shop environment is an asset. Safely moving parts and materials with the use of overhead cranes and forklift. Maintain a clean, organized, and safe work environment. Comply with company safety and work policies. Collaborate with other team members to solve technical issues and maintain production schedule and quality. Set up and operate fabricating machines, such as cutter, grinding and drill presses, cut, drill, or otherwise form and assemble metal components. Fabricate, modify and/or install various metallic or non-metallic items and components. Perform metal corrections and touch-up painting as directed. Install and/or modify various metallic or non-metallic items and components. Comply with all safety, quality and work rules, guidelines, and regulations as required. Other jobs as assigned.QualificationsExcellent organizational, communication, and interpersonal skills.Class 5 License and clean driver’s abstract air brake endorsement is an asset.Automotive or Heavy-duty Experience is an asset.EV experience is an asset.Schedule:  Monday to Friday, 8 hours shifts (7:00 AM to 3:30 PM)Powered by JazzHRw44trqgKlA"
Logisitics/Administrative Coordinator,Mier Human Capital,"Cambridge, Ontario, Canada",Entry level,2 days ago,Full-time,Administrative,Staffing and Recruiting,"Mier Recruitment is hiring!Title: Logistics/Administrative Coordinator Location: Puslinch, ONLength of Assignment: Permanent, Full-TimeSalary: $65,000-$70,000/yrPosition OverviewReporting to members of the Senior Construction Operations Team, this individual will ensure new and existing employees are properly equipped to perform daily construction and administrative activities. This includes receiving requests from Project Managers, Supervisors, and Forepersons, procuring, and organizing the required equipment and/or materials to ensure timely delivery to project staff.Job Duties Include, But Not Limited ToProcurement and inventory of all small tools (shovels, rakes, hammers, etc.).Procurement and inventory of all PPE (hard hats, Hi-Vis vests, gloves, eye protection, etc.).Procurement and inventory of all construction signage, paint, and other misc. materials.Procurement and inventory of municipal castings, grade rings, misc. watermain materials, etc.As requested, coordinate the delivery of these materials to site staff.Issue and keep inventory of gas and diesel cards/fobs to staff.Keep inventory of and coordinate the delivery of diesel/diesel tanks to pits and jobsites.Monitor and report on fuel and vehicle usage to senior management.Issue and keep inventory of laptops and cell phones for construction staff, coordinate with IT department as required.Work with construction administration to set up new projects on digital platforms.Demonstrate a commitment to safety by following and enforcing rules & guidelines established by the company and the Occupational Health and Safety Act.Conduct yourself professionally and maturely.QualificationsComputer literate (Word, Excel, Project, Salus, etc.)Extremely organized with clear communication abilities.Strong work ethic and the ability to work in a fast paced environment.Must be able to work with little supervision; must be self-motivated.Solid problem solving abilities and capable of finding creative solutions.Knowledge of the construction industry and construction materials would be an asset.Maintain a valid G driver's license.If you meet the above qualifications, please submit your resume.Please note that while we appreciate all applications, only those being considered will be contacted."
Labourer/Driver,RSG International,"Whitchurch-Stouffville, Ontario, Canada",Mid-Senior level,5 days ago,Full-time,Other,Internet Publishing,"Since our inception in 2019, Safeguard Perimeter Solutions, has quickly developed a reputation as an industry leader in site containment for special events. We work closely with clients to develop temporary solutions to meet the dynamic needs of the event works. Our products are regularly deployed for police forces, municipalities, large and small city events, and many other trusted organizations.We are looking to add Labourer/Driver positions to our team in Toronto! Our FULL-TIME hours are typically 30-40 hours a week.ResponsibilitiesAbility to work in all types of weather, with flexibility of the work schedule dependent on the client requirement.Must be available to work days, nights and weekends as required. Hours may vary depending on the season.Must be physically fit and able to lift up to 50lbs+ regularlyPerform a wide variety of jobs and duties as assigned, with a high level of proficiency and accuracyDemonstrate problem solving, planning, and organizing skillsIdentify requirements for materials, tools and communicate these to OperationsReview all jobs assigned to ensure no issues and properly plan to use all materials effectivelyAccountable to ensure working tools are properly used, treated with care and returned. Ensure any daily maintenance/inspections are completedParticipate in the safety culture and complete all required paperwork such as tool box talks, job sheets, traffic plan etc. in accordance with the company policy’s and work safe proceduresAccountable for proper and timely reporting of accidents, near miss, first aid, and incidents to OperationsBe available for out of town work should the need arise.Other duties as requiredQualifications1+ years of labour experience, preferred experience in event setup/traffic controlMust be reliable, responsible and conduct oneself in a professional manner; company perception and customer satisfaction are key to our successAn energetic team player who can work well and communicate with others, as well as be self-directed and work independentlyCapable of interpreting various construction related drawings and documentsAble to perform physically demanding tasks outside in all types of weather and terrainValid Ontario driver’s license with a clean driving recordsMust be comfortable working alongside traffic & busy roadwaysHealth & Safety conscious, ensuring safety and emergency procedures are followedSafeguard has a fast-paced and collaborative work environment, where creativity, initiative, and innovation are valued. Offering a variety of programs including learning and development, wellness and community engagement, and events, employees are supported and driven to reach both personal and professional goals. By encouraging employee involvement, we foster an environment committed to diversity, inclusion, and sustainability, as well as promote a culture that is both physically and psychologically safe.We are committed to meeting the accessibility needs of persons with disabilities in an effective and timely manner in accordance with the applicable standards set out in the Accessibility for Ontarians with Disabilities Act, 2005 (AODA), the provisions of the Ontario Human Rights Code, and any other applicable legislation. Our goal is to foster an inclusive organizational culturePowered by JazzHRNxt85w7wfF"
Purchasing and Production Coordinator,Sahah Naturals,"Montreal, Quebec, Canada",Mid-Senior level,4 days ago,Full-time,"Marketing, Public Relations, and Writing/Editing",Internet Publishing,"Job DescriptionSahah Naturals is seeking a full-time Purchasing and Production Coordinator with a passion for Consumer Packaged Goods. Our company has a portfolio of health food brands and is currently hiring a purchasing and production coordinator to execute all aspects of purchasing and supply chain for our brands. This role will work closely with the production and order fulfillment teams to meet our needs across brands and locations.List of duties:Oversee Inventory and Reorder Points for all raw materials and finished goodsIssue Purchase Orders, confirm with suppliers, follow up on orders and coordinate inbound freight for all purchase orders once readyPerform weekly inventory analysis to determine if replenishment is neededEvaluate inventory reorder points on a monthly basisManage Inventory (Review Inventory, Submit Replenishment Orders, Coordinate Inventory Transfers)Prepare Daily Schedules for Production TeamCoordinate Daily Transfers between warehouses in order to ensure materials are on hand for productionPost all inventory transfers and movements in our system (Quickbooks)Requirements:Experience with QuickbooksStrong Excel / Google Sheets experienceUniversity Degree (or equivalent) in Accounting/Business/CommerceThe ideal candidate should be organized, disciplined and detail-oriented, able to multitaskExcellent communication skills both verbal and writtenAbility to work both independently and collaborativelyMust have good collaboration skills and be able to work with various partnersExperience in Consumer Packaged Goods is an assetWork Quickly and EfficientlyBilingual (English and French)If you are passionate about Consumer Packaged Goods, Logistics & Inventory Management, this position is for you! Join our dynamic team today.Hours: 8:00AM - 4:00PM, Monday to FridayHybrid: 3 Days in Office, 2 days WFHPowered by JazzHR8WfJv7wVfj"
Logistics Coordinator,Transload Logistics Corp,"Calgary, Alberta, Canada",Entry level,2 days ago,Full-time,Management and Manufacturing,Truck Transportation,"Job DescriptionCandidate must reside in Alberta Coordinate, monitor and post loads on external freight management websitesNegotiate with carriers to obtain optimal freight rates while establishing and maintaining service relationshipsCollaborate with stakeholders to ensure efficiency, effectiveness and excellent customer serviceEnsure shipping guidelines are adhered to according to customer requirements and specificationsCoordinate shipments and communicate booking information and instructionsDetermine terms and conditions for freight lanes, while ensuring carrier confirmation and shipment verificationsValidate and troubleshoot issues in shipping / customs documentationEnsure certifications, insurance and package documentation is up to date for carriersResponsible for finding viable solutions to problems and notifying involved partiesTrack accessorial and detention charges and update the internal transportation management systemTrack and trace rail carsParticipate in tracking and tracing of loadsAvailable to provide occasional carrier support via phone and email afterhoursAccept verified customer tendersVerify and schedule pick up and drop off appointmentsCommunicate with shippers and receivers to confirm pick up and drop off proceduresCommunicate with carriers to monitor freight movement and escalate issues with unresponsive carriersMaintain positive customer relations by updating customer websites with load informationProblem solve load appointment issues or conflicts and amend timesEnsure accounting receives original tenders once delivery is completedWork as a part of the team to ensure every load is completed without errorsPerform additional duties as assignedHave experience and knowledge of AXON softwareJob Types: Full-time, PermanentBenefits:On-site parkingBenefits"
Site Procurement Manager,Woodfibre LNG,"Squamish, British Columbia, Canada",Mid-Senior level,4 days ago,Full-time,Purchasing and Supply Chain,"Technology, Information and Internet","ProjectThe Woodfibre LNG Project is located approximately 7 km west-southwest of Squamish, British Columbia. It involves the construction and operation of a liquefied natural gas (LNG) export facility on the previous Woodfibre pulp mill site, which would have a storage capacity of 250,000 m3 and would produce approximately 2.1 million tons per year of LNG.Woodfibre Management Ltd. is a privately held Canadian company based in Vancouver and a subsidiary of Pacific Energy Corporation Limited.PositionThe Site Procurement Manager is an integral part of Woodfibre LNG’s dynamic team. You will responsible to execute all procurement and subcontracting management support for site activities, under the supervision and direction of the Procurement and Subcontracts Manager in the Project Management Team (PMT). This role is also responsible for the coordination of WLNG Canadian-based procurement and subcontracting activities, from pre-qualification of local suppliers and subcontractors to preparation of tender packages and evaluation reports, management of changes, claims etc., to close out of service agreements and contracts, in consultation with WLNG Legal, Site Construction, PMT Engineering and Procurement. This position is based in Squamish, at the project site, with some travel to the WLNG Vancouver office, as required. On a daily basis, the Site Contracts/Procurement Manager will work closely with the Site Construction Manager, to set priorities and monitor service agreements and contracts, to ensure compliance to company’s regulations. The successful candidate reports directly to Procurement and Subcontract Manager and will play an essential part in supporting the company’s engineering and senior management team through the construction phase of the project.Key Responsibilities:The successful applicant will:Key member of the Procurement & Subcontracts team, supporting Construction at site and Vancouver office/BU requirementsPrepare invitations to tender and organize clarification and award meetingsFormulate and finalize equipment, assembly, and consultancy contracts, in consultation with WLNG Legal staff and PMT, in compliance with company’s regulationsMonitor and ensure compliance with all Squamish Nation bidding requirements and fully support the application of the Impact Benefit AgreementContract administration and monitoring to ensure contractors fulfill contractual obligationsPrepare regular reports on the status of contractsCoordinate with Finance staff to ensure proper billing by contractorsResolve contract payment disputes and confer with Project staff concerning contract payments and other contractual compliance issuesImplement and interpret company’s policies and procedures correctly; develop, recommend and coordinate the implementation of new proceduresMaintain computer database on contractsDetermine the priorities, goals, and objectives of assigned work tasksPerform procurement of services and goods to support Site Construction and WLNG Vancouver officeConduct special projects as assignedPerform other job-related duties as necessaryProvide backup support to Houston based PMT Procurement organization as neededRequirementsRequired Experience:Bachelors’ Degree in Business or a related field from an accredited university10 + years’ experience in contracts management and procurement, preferably in oil & gas, major capital projects and/or constructionHighly experienced with contract laws and able to draft, amend or revise contract clauses confidently and appropriately according to the specific SOW requirementsAbility to work with Construction and other end users to ensure the scope of work (SOW) is detailed and completeExcellent negotiation techniquesStrong oral and written communication skillsSelf-starter, able to function effectively with minimal supervisionSome purchasing experienceAbility to prepare clear and concise tenders and tender evaluation reportsAbility to establish and maintain simple contracts monitoring worksheetsAdvanced MS Office userAbility to build relationships quickly in multi-disciplinary, multi-cultural, and multi-company environmentsAdditional Requirements:Experience working with large multi-disciplinary teams, contractors in a multicultural environmental is an asset. Communication/interpersonal skills – to be able to interact with front line workers through to management and all hierarchical levels. Accepts responsibility and demonstrates commitment to delivery of tasks and targets Exceptional written and verbal communication skillsAbility to be Innovative and vision-oriented with demonstrated ability to undertake both strategic planning and implementationAbility to work well under pressure and handle multiple tasks and changing priorities within tight time framesDemonstrates and seeks accountability within team. Ability to work collaboratively within a team environmentExpertise with a variety of computer programs Motivated and willing to take ownership of tasksEnergetic in pursuit of continuous improvement processesShares knowledge readily and encourages personal developmentA valid driver’s license and passportMust be legally entitled to work in CanadaThis role will be a combination of office and site-based roleThe position is based in Squamish, BC (Project Site), followed by travel to the EPC contractor’s Office in Houston, TX, the Module Fabrication Yard(s) in the Asia-Pacific region and a visit to the Company’s Vancouver Office as required. Application Guidelines:Only qualified candidates legally entitled to work in Canada will be contacted.Thank you in advance for your interest!Woodfibre Management Ltd. is an equal opportunity employer.BenefitsSalary range: CAD 120,000 - 170,000/yr"
