Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Customer Solutions Specialist,LMG Inc.,"Nepean, Ontario, Canada",Entry level,3 days ago,Full-time,"Consulting, Information Technology, and Sales",Internet Publishing,"Do you enjoy working with people? Are you looking for an opportunity to challenge yourself and learn new skills? If you answered yes to these questions then you may just be the person our firm is looking for! We are actively searching for a dedicated customer solutions specialist to add to our diverse team of professionals.Our company works as the “middle man” for our clients - we connect them with their target audiences and generate revenue through reliable brand advertising and client-facing. Many years of success working with clients all over the country has led us to the world's leading providers of technology and communications services. Through our partnership, we have been able to foster a culture built around our principles, which define how we approach interactions with our employees, customers, and communities and affect every element of our organization.As a Customer Solutions Specialist, you'll be in charge of your own professional development. To help maintain our high standard to an excellent customer experience, you'll use your unique abilities, desire for growth, and customer service skills and will be responsible for the following:Using targeted marketing lists to identify and pursue new sales leadsProviding customers with products and solutions that help to simplify and organize their livesProcessing sales orders, order changes, installation dates, and cancellationsProviding product sales and support to customers, other Customer Solutions Specialists, as well as our outside sales teamCompleting tasks including building marketing campaigns, attending live events, and following up on customer enrollments  Excelling in a team-based, competitive environmentWorking with the account team on the growth and retention of client accountsRequirements of the Customer Solutions Specialist:A high school diploma or GED equivalent is required0 – 3 years of experience working in customer service, sales, retail, or hospitality industriesConsistently reliable transportationAbility to communicate effectively, actively listen, and problem solveAbility to work well individually and in a team environmentStrong sales and closing skills and the ability to overcome objectionsPowered by JazzHRJjN0SvoaZ3"
Business Development Manager - Catering,Savoury Chef Foods,"Vancouver, British Columbia, Canada",Mid-Senior level,1 day ago,Full-time,Business Development and Sales,Events Services,"Job descriptionWe are looking for an excited and driven catering and events professional to lead outside sales efforts for our team. The ideal candidate will lead initiatives to generate and engage with business partners and potential clients to build new business opportunities and relationships for the company. Savoury Chef Foods is one of Vancouver’s premier corporate catering and event coordinators. We are a fun, flexible, close-knit team that loves what we do but also values what you do outside of work. Work life balance is important to us.Compensation:Base salary plus sales commissionsShared benefits package after 3 months consecutive employmentAbility to work remotely 2-3 days per weekDaily staff meal provided by culinary team while in officeFun team and positive work environmentSmart casual office dress codeDog friendly officeMonday - Friday ScheduleThe key responsibilities include but are not limited to:Identifying business potential for corporate catering delivery, corporate/social events, commissary business.Identify partnership opportunities with venues and vendors. Networking and expanding reach and awareness of Savoury Chef's products and services. Assisting with marketing efforts.Leading outside sales efforts through prospecting, entertaining, networking and sales calls.Creating winning proposals and quotes, with creative ideas and timely follow-up.Successful negotiating, ensuring appropriate margins are met.Creating excellent client relationships through attention to detail; follow through with a personalized touch, empathy for customer perceptions and needs and respond in a timely manner.Ensure specifications and requests of each catering event are communicated and executed down the channel effectively.Ensure seamless and successful handover to the Catering Sales teams that will detail and plan each booking.Liaise and collaborate with the sales and operations teams. Complete invoices and process billing and payments as required.Manage relationships with existing and lost business accounts, to meet/exceed revenue goals and expand the Savoury’s client base.Identify business trends that can improve the company's performance.Business development through fostering venue and client relationships.Maintain a healthy pipeline of future bookings and leads.Ensure the success of our team through mentoring and coaching.This position will require the candidate to work independently and within a team environment and will be a strong communicator.The successful candidate will be a committed, results-driven professional that has the ability to build strong relationships and can deliver on goals through skilled negotiations with new clients.Qualifications:Experience in catering sales, banquet, or food and beverage in a Hospitality organization of comparable size with a proven track record of achieving sales goals.Experience with successfully meeting sales target through outside sales efforts. A proven track record of excellent organizational skills and time management with an ability to multitask and meet deadlines in a high pressure work environment is essential for this position.“Serving It Right” Certificate required - or be able to get one before start date.Excellent oral & written business communication and interpersonal skills.Computer Skills - Demonstrated ability with regard to computer skills, proficiency with email, internet and CRM applications. Experience using catering software programs is an asset.Passionate about catering and hospitalityHighly energetic, independent, motivated, positive individual that owns and drives their successProactive, outgoing and adaptable in an ever changing environment with the ability to juggle multiple tasks and manage time under pressure."
Room Attendant,Northview Residential REIT,"Inuvik, Northwest Territories, Canada",Entry level,6 days ago,Full-time,Strategy/Planning and Information Technology,Real Estate,"At Northview, we are a passionate, community-focused team dedicated to making our properties the best they can be. We are proud to live, work, and play in the neighborhoods we serve, next to our residents, hotel guests and commercial tenants across Canada.We are looking for a Room Attendant to join our Hotel team in Inuvik, NT. Reporting to the Operations Manager, Hotel, you will perform routine duties in cleaning and servicing guest rooms, under the supervision of the housekeeping supervisor. Room attendants promote a positive image of the property to guests and must be pleasant, honest, friendly, and should also be able to address guest requests and problems.ResponsibilitiesEnters and prepares the room for cleaningDusts the room and furnitureMake the bed(s)Replenishes guestroom and bath suppliesCleans the bathroomCleans the closetVacuum the carpetsCheck and secure the roomPerform rotation cleaning duties as requiredAttends to guest call, guest requests and guest complaintsResponsible for following the standard operating procedureClean, organize and restock housekeeper cart at end of shiftOther duties as assigned by managementQualificationsMulti-task and detailed orientedMust be able to work efficiently, completing the set standard number of rooms per shiftProfessional attitudeAbility to work independentlyMust be able to lift up to 50lbsAbility to climb stairs numerous times a dayEffectively communicate with guests, co-workers and managementIf your background matches the qualifications listed above and you are looking for an opportunity to make a difference in the communities we serve, please submit your resume in confidence to www.ir.rentnorthview.com/about/careers. Please note, only those candidates chosen to continue through the selection process will be contacted. Northview welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process."
Corporate Recruiter and HR Administrator,Easton's Group of Hotels,"Markham, Ontario, Canada",Mid-Senior level,5 days ago,Full-time,Human Resources,Hospitality,"Looking for a career change? Join one of Canada’s most successful and multicultural Hospitality companies, that strives to take your talent to the next level. With 19 hotels owned and managed by Easton’s Group of Hotels, and a further 6 in development, your passion, collaboration, and voice will be an excellent addition to our growing Organization. As a company, we strive to provide exceptional benefits, perks, and growth opportunities to all our employees.If you have a passion for exceptional service delivery, are results driven and appreciate the recognition, Easton’s is your career partner of choice.The Easton's team believes that excellence is achievable only in an environment that embraces and promotes Equity, Diversity & Inclusion (ED&I). Our company is challenging the way we work, think, and develop an inclusive workplace. Our commitment to ED&I allows us to achieve our vision and mission and ensure a more equitable future for all.Office Location: Easton's Group of Hotels Corporate, Markham , ONBenefitsHealth, Dental & Vision CareHotel Discounts at IHG, Hilton & Marriott propertiesOnsite ParkingEmployee Milestone Events OverviewWorking collaboratively with the Corporate HR team to move the HR strategy forward by focusing on recruitment and talent management.What you will be doing? Full cycle recruitment activities include creating and monitoring job postings as well as creating and maintaining interview guides, and job descriptions.Conducting per-screening, interviews, and reference checks.Identifying future hiring needs and developing job descriptions and specificationsWorking with department managers on recruitment needs Assist with on-boarding, including preparing new hire packages and completing new hire documents and checklists. Stay abreast of compliance requirements and industry best practices as it relates to the recruitment and hiring process.Maintain database and relationship of all recruitment, websites, industry partners and college recruitment agencies and partners.Liaise with the Social Media department for recruitment campaigns. Participate in Job Fairs and Career events. Recommend ways to improve our employee branding. Maintain and communicate recruitment metrics.Suggest and implement new recruitment sourcing methods.Update and design new SOP's and proceduresAssist the Corporate HR Department in administrative duties, projects, and employee events.Maintain the Company’s HRIS system including the recruitment site and advise hotels of changes, updates, and enhancements.Organize recruitment events to assist hotels with recruitment challenges. What are the requirements for this role?Post-Secondary Degree or Diploma.Human Resources Diploma/Certification an asset.Previous Recruitment experience with a hands-on applicant tracking system.Previous hospitality experience is an asset.Special consideration will be given to those who exhibit exemplary performance.Strong decision making Outstanding oral and written communication skills.Excellent Organization and time management skillsThe statements in this job description are intended to describe the essential nature and level of work being performed. They are not intended to be ALL responsibilities or qualifications of the job."
General Manager,Optima Living,"Edmonton, Alberta, Canada",Director,1 day ago,Full-time,Management and Manufacturing,Internet Publishing,"Let us welcome you home.Optima Living—founded in 2007—owns and operates innovative seniors’ living communities throughout Alberta and BC, taking an unprecedented approach to senior life. Our unique company culture is one where both residents and team members are family.Optima Living’s North Star, Let us welcome you home, speaks to our underlying principles and the experience seniors discover in our communities. When residents are home, they feel safe, respected, and welcome. Home is where one’s voice is heard, their views matter, and they have freedom of choice.Optima Living’s mission, vision, and values—respect, dignity, teamwork, and doing the right thing—support and build upon our North Star. Optima Living operates over 2,200 beds providing congregate living options for seniors. These options range from subsidized to luxury, Independent to Assisted Living, Long-term Care to Memory Care, and Residential Mental Health.Summary: As the General Manager you are responsible for providing day-to-day operational support. This includes an understanding of finance, occupancy, resident support, employee/labour relations, as well as relationship building with our support services team. This position reports to Regional Director.Do you have the following experience & skills? If Yes, then you’re the one! Minimum (5) five years of experience in property management and or a combination of a relevant diploma or degree program in healthcare administration/ long-term care or hospitality.Experience in a residential care setting is preferred. Completion of CPR and First Aid is an asset. Exceptional interpersonal skills with peers, residents, visitors, and operational partners Superior organizational skills with the ability to handle multi-resident requests. Superior oral and written communication skillsDemonstrate the ability to prioritize and problem solve. Key responsibilities: Talent Management Build and nurture a strong interdisciplinary team of Managers and Front-line employees: sources, selects and onboards key talent. Responsible for setting and implementing site level vision, mission, values, and organizational strategies. Ability to drive results through others. Actively plan for growth and successions in pipeline development Ability to inspire a diverse, employer of choice culture with a focus on “Let Us Welcome You Home.” Provides coaching and mentoring. Conducts performance evaluations. Promotes team building and engagement. Ensure our commitment to Best in Class and excellence: Reward and recognize those who embody our “Best-in-Class approach” and to those who live by our credo of ‘Let us Welcome You Home”Maintains compliance with provincial legislation and accreditation standards. Interact with residents to resolve enquiries in a friendly, service-oriented manner. Complies with the Occupational Health and Safety Act, Workplace Safety and Insurance Act, and Workplace Hazardous Material Information System. This includes recognizing health and safety hazards, reporting incidents, fulfilling responsibilities under the applicable legislation, as well as participating in in-services and fire drills. Financial Competencies:Budget creation and implementation. Having the skills and knowledge to make informed decisions about managing within a budget.Demonstrates the ability to analyze data and Financial Statements establishing targets and driving results. Managing Relationships:Inspires a positive culture for families, residents, and employees. Stakeholder Awareness – Is able to forge strong positive partnerships with our external stakeholders and suppliers to advance organizational priorities. Miscellaneous:Other duties as assigned to support operational requirements. Benefits of working with Optima Living:Truly awesome teammates Welcoming and supportive work environmentAll the usual perks:Dental care   Extended health careLife insuranceRRSP matchPaid time offOn-site parkingEmployee assistance programVision care Conditions of Employment  Clear Police Information Check Clear Vulnerable Sector CheckCOVID-19 vaccination proof. This requirement may be waived if you have received an exemption through the provincial government.  #IDYAPowered by JazzHRvw10Tmgcyv"
"Coordinator, Internal Executive and Leadership Communications",Four Seasons Hotels and Resorts,"Toronto, Ontario, Canada",Not Applicable,5 days ago,Full-time,"Marketing, Public Relations, and Writing/Editing",Travel Arrangements and Hospitality,"About Four SeasonsFour Seasons is powered by our people. We are a collective of individuals who crave to become better, to push ourselves to new heights and to treat each other as we wish to be treated in return. Our team members around the world create amazing experiences for our guests, residents, and partners through a commitment to luxury with genuine heart. We know that the best way to enable our people to deliver these exceptional guest experiences is through a world-class employee experience and company culture.At Four Seasons, we believe in recognizing a familiar face, welcoming a new one and treating everyone we meet the way we would want to be treated ourselves. Whether you work with us, stay with us, live with us or discover with us, we believe our purpose is to create impressions that will stay with you for a lifetime. It comes from our belief that life is richer when we truly connect to the people and the world around us.About the location:Four Seasons Hotels and Resorts is a global, luxury hotel management company. We manage over 120 hotels and resorts and 50 private residences in 47 countries around the world and growing. Central to Four Seasons employee experience and social impact programming is the company’s commitment to supporting cancer research, and the advancement of diversity, inclusion, equality and belonging at Four Seasons corporate offices and properties worldwide. At Four Seasons, we are powered by people and our culture enables everything we do.Coordinator, Internal Executive and Leadership CommunicationsThe role of Coordinator, Internal Communications is an exciting opportunity for a creative and detail-oriented entry level communications professional to support employees of the world’s leading luxury hospitality company. Working in the fast-paced, dynamic environment of Four Seasons global headquarters in Toronto, the Coordinator, Internal Communications will be a key contributor to the Internal Communications function.As a member of Four Seasons Internal Communications team, the Coordinator, Internal Communications will help us continue to build a world-class Internal Communications function and support both our Executive and Leadership Communications along with our Employee Communications work streams.The ideal candidate is excited about the opportunity to advance our Internal Communications function and is resourceful, and a natural problem-solver. They will be a creative thinker but also strong at executing tasks from beginning to end with solid project management skills. They will be positive, flexible, and a team player at heart. Strong interpersonal skills are key, along with the ability to develop and nurture relationships. Note that administrative responsibilities are also a key part of this role. Final candidates will be invited to complete a brief written assessment.What You’ll Be DoingExecutive and Leadership Internal Communications supportAssist with the development and ongoing maintenance of SharePoint sites.Support with quarterly reporting on leadership communications programsContribute to the execution of tactics in support of the Strategic Plan and the Executive and Leadership Communications programs including: drafting calendar invites, creating post-event surveys and reporting on the resultsWorking with internal stakeholders to gather information to contribute to the development of leader materials and messages.Responsible for the creation of our bi-weekly CEO Update Heart of House materialsEvent SupportAssist with the overall planning and execution of internal events, both in person and virtual, including Global Town Halls, Leadership events and other engagement activities.Support with the management of internal communications channelsAssist with the delivery of our weekly global newsletter The Check In.Assist with the ongoing management of our Viva Engage communities.Create and manage key internal distribution lists.Work with key internal stakeholders to contribute to and manage our internal communications calendar.Other duties as assignedContribute to other duties as assigned, including working outside of a traditional 9 to 5 p.m. as required to support a global organization.What You BringBachelor’s degree in a relevant field or equivalent combination of education and work-related experience.Qualified candidates will have 1-3 years of progressive experience working in an internal or corporate communications role.Excellent writing skills.Detail oriented and strong project management/time management skills.Advanced skills in Microsoft Office 365 (Teams, Viva Engage, Outlook, Word, Excel, PowerPoint, SharePoint).Experience with content management systems is an asset.Ability to learn new platforms and technology quickly.Strong interpersonal and relationship-building skills.Collaborative and a good listener.Strong commitment to working as part of a team.Demonstrated ability to maintain confidentiality and handle sensitive information.Creativity and enthusiasm.Ability to work in a dynamic, fast paced work environment and adapt to multiple, concurrent priorities.This role will be a Hybrid working model, which will require 3 days per week in the Four Seasons Corporate Office located at 1165 Leslie Street, Toronto, OntarioFour Seasons is committed to providing employment accommodation in accordance with the Ontario Human Rights Code and the Accessibility for Ontarians with Disabilities Act. If contacted for an employment opportunity, please advise Human Resources if you require accommodation."
Flight Attendants - In anticipation of,Air Canada,"Toronto, Ontario, Canada",Entry level,4 days ago,Full-time,Management and Manufacturing,Airlines and Aviation,"DescriptionJob Description Location:  Canada (Onsite) Starting Salary:  $ 29.43/hour Branch:  In-flight Service Category:  Unionized (CUPE)Have you ever dreamt of traveling the world? Of being part of an industry-leading team that is striving to reach new heights? Of graciously welcoming and hosting over 40 million customers annually as they embark on memorable, and life-changing travels? Of proudly representing Canada on the world stage?We are welcoming new Flight Attendants who will help elevate us from the #1 airline in North-America to a top-10 Global Airline in all that we do. You will be the face and personality of Air Canada, helping us shape the next chapter of our 80-year story.We’re proud to share the qualities that make Canada great with our customers: empathy and warmth delivered with care and class. We are seeking talented, caring individuals ready to be ambassadors for Canada and Air Canada every time we fly.Every trip our customers take is special, and that starts and ends with attracting the best people to our team.It’s Important To Know That Every trip is important. Air Canada Flight Attendants offer the care and class that Canadian hosts are renowned for.  Air travel can be stressful, and we can help. Air Canada Flight Attendants put themselves in our customers’ shoes, treating them with warmth, graciousness and dignity, offering them the most elevated and comfortable flying experience possible.  Air Canada Flight Attendants are ambassadors of Canada. As Canada’s flag bearing carrier, we’re proud to share our unique Canadian persona with the world and offer an experience as unique as our country. QualificationsWe’re looking for Canadians who are: Safety-minded first as an essential part of customer service excellence, this requires performing emergency response duties of the position while having regard to your own safety and the safety of others  Naturally empathetic  Exude a warm and caring demeanor  Welcome all as a gracious host  Passionate about service excellence  Proudly represent Canada at home and around the world  Treat others with mutual respect  Listen well and is solution-oriented  Confident in speaking publicly  Poised  Respectful of the importance of the rules and regulations in our industry and at Air Canada  Prepared to wear our uniform perfectly with pride including impeccable personal grooming  At least 18 years of age.  Holding a valid Canadian Passport that allows travel to all countries served by Air Canada.  Available during irregular working hours (mornings, evenings, weekends and statutory holidays) as a highly flexible work schedule is part of the job,  Healthy; Air Canada medical standards must be met in order to qualify for the role. Conditions Of Employment We are committed to ensuring our Flight Attendants receive the best training possible. You will participate in our 8-week, full-time, Air Canada Flight Attendant training program in either Toronto, Montreal or Vancouver.  You are willing to relocate to any of our Canadian bases of Toronto, Vancouver or Calgary.  As a qualified Flight Attendant, the salary is $29.43/hour. Please note that training will be paid at a lower rate.  To ensure that you have the security clearance required by Transport Canada, we will undertake a criminal background check on all candidates.  Flight Attendants conduct safety-critical work and as such, Air Canada medical standards must be met in order to qualify for the role. Candidates will be subject to a medical evaluation, including a drug and alcohol test and are expected to be free of any intoxicating substances.  Candidates must be eligible to work in the country of interest, at the time any offer of employment is made and seeking any required work permits/visas or other authorizations which may be required is the sole responsibly of the candidates applying for this position. Language SkillsAs Canada’s flag carrier, we’re proud to offer bilingual services. Candidates who speak both English and French fluently are preferred. As Canada’s most international airline, we would love to know if you can speak one or more of the following languages in addition to English: French, Arabic, Japanese, Greek, Italian, German, Hebrew, Punjabi.Diversity And InclusionAir Canada is strongly committed to Diversity and Inclusion and aims to create a healthy, accessible and rewarding work environment which highlights employees’ unique contributions to our company’s success.As an equal opportunity employer, we welcome applications from all to help us build a diverse workforce which reflects the diversity of our customers, and communities, in which we live and serve."
Full Time Receptionist,MetCap Living,"Toronto, Ontario, Canada",Entry level,5 days ago,Full-time,Administrative,Internet Publishing,"MetCap Living Management Inc. is one of Canada’s largest private third-party property managers specializing in multi-residential property management. We are a growth orientated company with our head office located in Toronto, Ontario and property operations in British Columbia, Ontario, Quebec, Nova Scotia and New Brunswick.MetCap Living Management Inc is looking for a receptionist to manage our front desk on a daily basis and to perform a variety of administrative and clerical tasks at our downtown Toronto office location. We are conveniently located at Richmond and Sherbourne which is accessible by streetcar and within a short walk of the subway.Reports to: Director, Human ResourcesDuties And Responsibilities Greet and welcome guests as soon as they arrive at the office Direct visitors to the appropriate person and office/phone line Answer, screen, and forward incoming phone calls Ensure reception area is tidy and presentable, with all necessary stationery and material (e.g. pens, forms and brochures) Provide basic and accurate information in-person and via phone/email Receive, scan, sort, and distribute daily mail/deliveries Maintain office security by following safety procedures and controlling access via the reception desk (monitor logbook, issue visitor badges) Order front office supplies and keep inventory of stock Keep updated records of office expenses and costs Perform other clerical receptionist duties such as filing, photocopying, transcribing and faxing Setting Up and expensing Courier/Deliveries via post office and Purolator Receiving rent cheques from Tenants and issuing rental receipts Updating internal contact directories Tidying the office including kitchen area Carrying supplies to 2nd and 3rd floor of office (must be able to carry up to 50 pounds and use stairs) Activate FOB cards for new staff/staff in communication with the IT department Assist IT in the activation of FOB keys and handing out the FOB when needed Arm and disarm alarm system for building at start and end of each dayRequirements And Skills Proven work experience as a Receptionist, Front Office Representative, or similar role Proficiency in Microsoft Office Suite Hands-on experience with office equipment (e.g. fax machines and printers) Solid written and verbal communication skills Ability to be resourceful and proactive when issues arise Excellent organizational skills Multitasking and time-management skills, with the ability to prioritize tasks Customer service attitude High school degree; additional certification in Office Management is an assetMetCap Living Management Inc. is committed to accommodating applicants’ needs in accordance with the Accessibility for Ontarians with Disabilities Act (AODA) and under the Ontario Human Rights Code throughout the selection process. If you require disability–related accommodation to participate in the recruitment process, please email us.Powered by JazzHRaYzdtTsX3f"
Restaurant Bartender - Summer Seasonal,Sun Peaks Resort,"Sun Peaks Mountain, British Columbia, Canada",Mid-Senior level,2 days ago,Full-time,Strategy/Planning and Information Technology,Recreational Facilities,"We are looking to hire a Bartender, a seasoned hospitality enthusiast with a taste for a mountain adventure, to complement our existing team and play a vital role in creating positive experiences for our guests. The candidate best suited to the role is an accomplished communicator and multi-tasker who knows how to drive the guest experience and is passionate about food, drink, wine, and excellent service. They are experienced in producing cocktails and have solid working knowledge. They will work to assist the operation by running food, seating guests, answering phone calls, and supporting the rest of the team, they are compliant with Health & Safety, and most of all, they thrive in the mountains and all they have to offer. As part of the team here at the Sun Peaks Grand, successful candidates can expect a workplace culture to be proud of and benefits such as free access to skiing, snowboarding, golfing, biking, and hiking in the summer. The Food & Beverage team within the hotel is dedicated to coaching and developing its employees to further progress their goals within Sun Peaks and take them into their future. If this sounds like the ideal working environment, fill out an application to work, live and play where you belong.Compensation Information$16.75 per hourPhysical RequirementMedium: Work activities involve handling loads between 10 and 20kg predominately in an indoor setting.AccountabilitiesPrepare alcoholic and non-alcoholic drinks of high quality consistently and promptly for the dining room and loungeHelp contribute to the success of the bar’s cocktail programMaintain a clean and tidy work environmentRestock the bar as needed, communicate ordering needs to the Bar LeadAssist with the putting away of orders from suppliersEnsure bar is set up and closed according to checklistsResponsible for service in the Lounge, delivering exceptional guest experience from seating through to billing by following the standards of serviceAnticipate guest needs throughout the dining experience, from drink refreshes through to prompt billingUse the POS system to send guest orders to the kitchen and bar and bill guestsMaintain a clean, tidy and well-presented section and contribute to the overall cleanliness of the restaurant on a shift-by-shift basisPrompt and accurate cashing out at the end of serviceEnsures operational Health and Safety regulations are adhered to at all times.Acts as an ambassador for Sun Peaks Resort & Sun Peaks Grand HotelWilling to assist other Food & Beverage operations within the hotel and perform any other duties as necessaryIdeal CandidatesPassionate about the mountains and skiing & snowboardingPrevious bartending experience, 1-2 yearsCocktail knowledge and experience Serving it Right Certification Micros POS system experienceExcellent food and wine knowledgeAbility to work as a team and demonstrate initiative Strong attention to detailExcellent organization and time management skills with the ability to multi-task Dedicated to working within a dynamic team that focuses on collaboration and guest experienceMust be available to work various shifts, including availability on weekendsWhy join us?We are Canada’s second-largest ski area and a passionate team committed to providing the finest mountain resort experience to our guests.Our people are at the heart of what we do, making a difference to our guests and our workplace every single day. That’s why we invest in the employee experience; to ensure everyone can be at their best and live our values.No matter who you are, or where you’ve been, once you join the team at Sun Peaks, you’ll get to feel part of our special community right away. You and your wellbeing matter to us; you’ll have plenty of opportunities to grow and learn, as well as enjoy everything our beautiful mountain resort has to offer.In return, we expect you to be passionate about working together to create special memories for our guests, while taking care of our precious environment for others to enjoy into the future.The Perks And Benefits You’ll Get To EnjoyWinter/Summer Season Lift, Trail and Golf passes (varies by position)Access to our Employee and Family Assistance ProgramDining discounts within our hotel & Resort-owned outletsRetail discounts in our Resort-owned outletsFriends and family hotel rates at Sun Peaks Grand HotelReciprocal programs with partnering ski areas & hotelsWe are an equal opportunity employer, committed to building a diverse and inclusive culture, and encourage applications from all qualified individuals.We acknowledge that we live, work, and play on the traditional territory of the Secwépemc People"
Director of Hospitality,Schlegel Villages,"Waterloo, Ontario, Canada",Director,6 days ago,Full-time,Management and Manufacturing,Hospitals and Health Care,"Job DetailsDescriptionThe Village at University Gates , located in Waterloo, Ontario has an exciting opportunity for a Director of Hospitality to join their village team. Our new Director of Hospitality will meet the following criteria:Experience in working in a customer service driven environment while leading a large hospitality team in multiple dining areas Demonstrate a creative flair for menu planning, preparation, and food presentationPassion for coaching and mentoring team members Have advanced Food Handlers Certificate and Smart Serve certificationsBasic computer skills and comfortable using Microsoft Office PackagesKnowledge or experience in the following areas would be an asset:Experience working in a senior living environment A Certificate or Diploma from a recognized institution in a related field or equivalent combination of education and experienceA Red Seal Certified Chef Active membership in the Canadian Society of Nutrition Management (C.S.N.M.)How Schlegel Villages Supports Our Team MembersSignificant Training and Personal Growth Opportunities, growing 8 out of 10 leaders internallyExtended Health Benefits and Retirement SavingsFinancial Hardship Support ProgramTeam Member Appreciation and Points Program Access to our Employee Family Assistance ProgramLoans and Scholarship ProgramsVacationDiscounts at Village ServicesUniformsOur New Director Of Hospitality WillInspire teams in providing an Exceptional Customer Experience Provide leadership to the Retirement & Long Term Care teams in the planning, preparation, and serving of meals to our residentsCreativity in developing and implementing Special Events and Programs in conjunction with other village teams such as marketing and recreation Support branded initiatives such as those in our Emma's NeighbourhoodUnderstanding the dietary and nutritional requirements of our residentsMonitors all food service orders to support village needsPrepare department schedules and payroll tasksMaintain the highest standards of cleanliness across all kitchens and serveries to meet and exceed all standards set by Public Health Schlegel Villages is pleased to accommodate individual needs in accordance with the Accessibility of Ontarians with Disabilities Act, 2005 (AODA), within our recruitment process. If you require accommodation at any time throughout the recruitment process, please speak with the hiring leader."
General Manager,Superior Propane,"Surrey, British Columbia, Canada",Director,5 days ago,Full-time,"Management, Strategy/Planning, and General Business",Oil and Gas,"Reporting directly to Vice President Regional Operations, the General Manager will have bottom line accountability for developing and implementing strategic mid-range and short-term business strategies that lead and direct the regional leadership team and employees to achieve pre-determined financial, operational, customer service and safety goals and objectives that are aligned to long term strategies developed by the executive team. You will have overall accountability for the business including operations, finance, and human resources.What we will offer you:Culture: Join a supportive and inclusive work environment where teamwork, respect, and open communication are at the core of everything we do.Opportunity: A continuous focus on professional development with many opportunities for training & career growth.Health & Wellness: Competitive health benefits right from the start including health & wellness spending accounts & maternity leave top-up. Access our employee assistance program for confidential counseling, mental health support, and various resources to help you navigate life’s challenges.Competitive Compensation: We offer a highly competitive salary package, ensuring that you hard work and dedication are recognized and rewarded accordingly.Flexibility: We understand the importance of work-life balance, we offer flexible hybrid work options to help you manage your personal and professional commitments.Technology: Work with state-of-the-art tools and technologies that empower you to excel in your role and stay at the forefront of industry trends.Safety Focused: We care about you and have committed to a zero-harm workplace.What you’ll do:Overall accountability for the smooth operation of the regional business including revenue generation, expense management, people management, operational effectiveness, safety and customer service.Lead, mentor, coach and develop direct and indirect employees by providing clear direction, guidance and support, in coordination with the overall strategy and objectives.Develop and direct the execution of strategic mid-range and short term business strategies that are aligned to long term goals set by the Executive Team to retain and capture new business to meet key performance targets and assist in the achievement of the overall organizational objectives.Proactively work with Superior Propane’s Executive Team and General Managers to identify opportunities, develop and consistently implement strategies to improve the business and bottom line results.Leverage national resources and standards by collaborating with subject matter experts to make informed business decisions and execute programs effectively and successfully.Promote and enforce compliance to standardized policies and procedures ensuring they are maintained after implementation.Develop, track and monitor performance metrics communicating results and enforcing accountability within your team.Create, manage and oversee regional budgets and forecasts. Manage expenses on a monthly basis tracking to budget and continuously working toward the successful achievement of the annual budget and goals.What you bring:A University degree and professional certification or equivalent courses.A minimum of ten years’ related business experience.Proven track record of managing safe operations and delivering profitable results.Good business acumen, proven financial skills, and previous P&L accountability.Solid understanding of field operations, distribution and marketing.Strong decision-making, problem-solving and communication skills.Ability to identify, develop and capitalize on business opportunities.Demonstrated ability to lead, coach, motivate and develop a geographically diverse team.Strong change management skills.Recognized team player.Ability to prioritize and multi-task and manage changing priorities.A valid driver’s license and ability to meet travel requirements.Frequent travel is required of the role.Salary: $185,000 per annumSuperior Propane is Canada’s leading and reliable propane provider. Customers have trusted the experts at Superior to fuel their homes and businesses since 1951. Customer Focus, Performance, Safety, and Winning with People are the four key values that are the foundation of everything that we do. ""Here at Superior Propane we are an equal opportunity employer committed to the inclusion and accommodation of all individuals. If you have an accommodation need during the recruitment & selection process, we encourage you to connect with us at aoda_hr@superiorpropane.com to let us know how we can enhance your experience."""
