Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Workspace Designer,City of Calgary,"Calgary, Alberta, Canada",Mid-Senior level,5 days ago,Full-time,"Design, Consulting, and Project Management","Interior Design, Design Services, and Construction","If you are committed to public service, enjoy collaborating with others, share our values and have a desire to learn and grow, join The City of Calgary. City employees deliver the services, run the programs and operate the facilities which make a difference in our community. We support work-life balance, promote physical and psychological safety, and offer competitive wages, pensions, and benefits. Together we make Calgary a great place to make a living, a great place to make a life. The City is committed to fostering a respectful, inclusive and equitable workplace which is representative of the community we serve. We welcome those who have demonstrated a commitment to upholding the values of equity, diversity, inclusion, anti-racism and reconciliation. Applications are encouraged from members of groups that are historically disadvantaged and underrepresented. Accommodations are available during the hiring process, upon request. As a Workspace Designer, you will be part of a dynamic and talented team responsible for developing flexible and functional spaces for the City of Calgary. You will provide integrated facility and interior design project services for a wide variety of furniture reconfigurations and interior renovations. Primary duties include:Provide a full range interior design services for City of Calgary clients including space and asset management, space planning, and design.Design, administer, and coordinate interior design projects through the phases of programming, concept/schematic design, detailed design, construction documents, contract administration and occupancy.Identify and monitor materials and finishes recommendations, budgets, and project coordination.Coordination of furniture, fixtures and equipment (FF&E).Develop, review, and implement corporate design standards and guidelines.Maintain project drawings in AutoCAD.Qualifications A completed 2 year diploma in Interior Design and at least 3 years of experience in commercial office interior design; ORA degree in Interior Design and at least 1 year experience in commercial office interior design.Intermediate proficiency using AutoCAD is required.Experience with corporate space management, including acquisition of furniture, fixtures and equipment (FF&E), space planning, and moves co-ordination will be considered assets.You have excellent communication and interpersonal skills along with a demonstrated client focus.You are able to adapt to constantly changing priorities and strong organizational skills.Success in this role requires strong critical thinking skills with a well-developed problem-solving ability and the ability to work both independently as well as in a team environment. Pre-employment Requirements Applicants will be tested for appropriate skills. Successful applicants must provide proof of qualifications."
Cabinet Maker-Residential Renovations,AGM Renovations,"Etobicoke, Ontario, Canada",Mid-Senior level,4 days ago,Contract,Management and Manufacturing,Internet Publishing,"Do you have your own business? Do you specialize in kitchen renovations? Are you struggling to find stable work?If so, we have work for you!! Our team is always on the lookout for exceptional talent and you can manage your own division at AGM!AGM Renovations provides quality basement, bathroom, and kitchen renovation and finishing services throughout the GTA and surrounding area. We pride ourselves in our commitment to quality products and execution and the highest ratings for customer satisfaction.As we are rapidly growing across Canada, we are looking to extend contracts to talented kitchen manufacturers in the GTA.How it works:We will provide you with ON-GOING weekly work!!Be able to meet deadlines and deliverables between 5 to 6 weeks timelineYou will get access to our suppliers & AGM approved materialsJobs are already sold no requirements for quotingRequirements5 years of experience in residential kitchen renovationsAble to manufacture own cabinetryBe able to pick up deliveries for all projects Have reliable trades for electrical, plumbing, framing, tile setting including back splash and paintingGood understanding of safety policies and safe work while ensuring that all safety rules are always being followedAbility to travel across the GTA and the surrounding areaLiability Insurance and WSBAt AGM, we are committed to fostering an inclusive, accessible environment, where everyone feels respected and supported. We are dedicated to building a workforce that reflects the diversity of our customers and communities in which we live and serve. If you require an accommodation for the recruitment process (including alternate formats of materials, or accessible meeting rooms or other accommodation), please let us know and we will work with you to meet your needs.Powered by JazzHRjwq9UmywSw"
Senior Estimator,Chandos Construction,"Chalk River, Ontario, Canada",Mid-Senior level,3 days ago,Full-time,Engineering,Construction,"Company Description unsolicited third party resumes sent to any Chandos employees will be disqualified from the recruitment process**We recognize that our differences are our greatest strengths. We uncover talent. We nurture talent. And then we give people the tools they need to use their talent to create a positive impact.We are 100% employee owned. Every person who works for Chandos can become an owner. There is only one class of units at Chandos, because we believe everyone should be treated equal. We talk about being an entrepreneurial-minded organization and you can be sure we mean it!Competitive wagesWell rounded employer paid benefits program including health, dental, vision care and employee assistance programRRSP matching program to aid and prepare employees for long-term financial securityEducational assistance for employees who wish to pursue job-performance enhancing educationRecognition and annual salary reviews programLeadership conferences that allow employees to connect and collaborateRegular company-wide engagement opportunitiesIncreased mental health benefits coverageHealth spending account (following one year of employment)Job DescriptionThe Senior Estimator is responsible for the accurate, timely preparation of full-cost estimates for projects – including the job scope and the complete, detailed costing of resources, equipment and materials – to achieve an acceptable margin while providing the best opportunity to secure the business. The Senior Estimator estimates conceptual design-build, P3, lump sum and construction management projects. This individual's accuracy is critical to the profitability of the business, as underestimations may cause significant financial losses and overestimations may result in an inability to win bids.QualificationsPost-secondary degree or diploma in construction/engineering or an appropriate field. Ten or more years of experience in commercial construction estimating. Nuclear experienceAutoCAD experience is an asset. Able to read and interpret building specifications, blueprints and as-builds. Mathematical and analytical skills necessary to develop material and labour estimates. Mathematical and analytical skills necessary to interpret job-cost reports. Able to use cost-estimating software to prepare cost quotes and bidsAdditional InformationAt Chandos, we're not just constructing buildings; we're crafting communities. If you're driven by the values of inclusion, collaboration, and innovation, you belong with us!As a 100% employee-owned company and the first and largest B Corp certified commercial builder in North America, we're dedicated to putting our values into action every day.Join us in championing innovative construction methods that prioritize efficiency, cost savings, social impact, and a positive working environment. Together, we're not just building structures—we're creating spaces where people can live, work, learn, serve, and play, fostering vibrant communities every step of the way.If you're ready to be part of something meaningful and make a real difference, let's build the future together. Reach out to us today and let your passion for building a better world shine with Chandos!We recognize that our differences are our greatest strengths. We uncover talent. We nurture talent. And then we give people the tools they need to use their talent to create a positive impact!"
Design Associate,USG,"Oakville, Ontario, Canada",Not Applicable,3 days ago,Other,"Design, Art/Creative, and Information Technology",Wholesale Building Materials,"Specialty Applications CGC Oakville PlantAt CGC Inc. we believe it is Your World and we want to help you Build it. Delivering building solutions for customers worldwide is our goal. Relationships are our foundation. Safety, Integrity, Dependability, and Innovation are the standards by which we live.CGC Inc., a wholly owned subsidiary of USG Corp., is a leading marketer, manufacturer, and distributor of gypsum wallboard products, interior finishing material, and suspended acoustical ceilings. With locations around the world, CGC and USG have the resources, plants, products, and people to build walls, ceilings, and careers.Position Description:· Consult with sales and architectural representatives regarding specialty ceiling projects requiring full shop drawings with standard and/or custom design requirements· Schedule conference calls and meetings with architectural and sales representatives as required to discuss ongoing projects· Accompany sales and architectural representatives to meetings with distributors and architects as required· Create full specialty ceiling shop drawings including panel and grid layout with ceiling assembly details and modify as required per customer requirements· Assist in designing custom specialty ceiling layouts and components to meet requests for ceiling designs from sales and architectural representatives that don’t fall within our standard product offerings· Create product and item set up drawings for standard and custom ceiling components and modify as required per manufacturing requirements and limitations· Consult with plant production departments when fabricating custom ceiling components to ensure manufacturing ability· Provide technical support for sales and architectural representatives on all specialty ceiling products and plant manufacturing capabilities· Review and approve engineered product drawings and send manufacturing release to production departmentsQualifications:· Background in architecture/interior design, engineering, or product manufacturing required; diploma or degree· Ability to read and interoperate architectural drawings and specifications from architects and designers· Proficient in AutoCAD; able to create and modify drawings accurately and in a timely manner. Knowledge of, and experience with, BIM, Grasshopper, and SolidWorks encouraged but not required.· Strong verbal and written communication skills, communication will be nationwide and international.· Ability to make decisions and prioritize tasks· Organizational skills with the ability to effectively manage multiple projects· Employee relations skills to work within a diverse workforce environment with emphasis on safety· Desire and motivation to progress a career at CGC/USG.· Knowledge in building science and building codes would be an added asset but not requiredAt CGC Inc. we go the distance to provide The Better Way. Delivering building solutions for customers worldwide is our goal. Relationships are our foundation. Integrity, Dependability and Innovation are the standards by which we live.CGC Inc. is a leading marketer, manufacturer and distributor of gypsum wallboard products, interior finishing material and suspended acoustical ceilings. With locations around the world, CGC and USG have the resources, plants, products and people to build walls, ceilings and careers. CGC Inc. is an equal opportunity employer committed to promoting diversity of thought, ideas, perspective and people. We create an inclusive environment that attracts, retains and values people of all backgrounds by treating all people in a way that allows them to maintain their dignity and independence through inclusion, integration and equal opportunity. We are committed to meeting the needs of those who interact with CGC, Inc. in accordance with Federal and provincial laws. Information regarding applicant accessibility may be found on the Accessibility section of our website."
Architectural Technologist/Drafter-Residential-Edmonton,Adecco,"Edmonton, Alberta, Canada",Mid-Senior level,3 days ago,Full-time,"Design, Art/Creative, and Information Technology",Staffing and Recruiting,"Job Title: Architectural Technologist/Drafter-ResidentialLocation: Edmonton, ABCompany: Adecco Canada (on behalf of one of Edmonton's well reputed residential developers)About Us:Adecco Canada is proud to be working with one of Edmonton's leading single-family developers in the search for an Architectural technologist/Drafter. Our client has a strong reputation for delivering high-quality residential projects and is committed to creating vibrant communities for residents to call home.Position Overview:Adecco is seeking a highly motivated and experienced Drafter for Edmonton's one of the best home developers. They develop Single Family homes, Duplex homes, Townhouses.We are currently looking for a responsible, charismatic and hardworking individual who could fill in a role as a residential Architectural Technologist who can work independently and take initiative while managing multiple jobs.This would involve working alongside our Production & Construction Team. Additionally, it would involve calls with trade partners and plan review in order to ensure designs are drafted with care and diligence.Roles & Responsibilities Draft, review and understand residential designs and plans.  Plan and execute projects from start to finish, on time and on budget.  Prepare new plans for construction of houses across the Alberta region.  Preparation of single family and multi-family architectural drawings using ArchiCAD.  Utilizing & refining master draft plans to plot on new lots for houses being built on a speculative basis.  Reviewing plans to ensure accuracy and minimal waste.  May involve the permitting process working with respective municipal offices.  Working with Architectural Consultants & Developers to ensure plans fit architectural controls and requirements.  May involve the measurement and ordering of materials from an estimation standpoint  May involve assisting the Project Manager with scheduling matters. Qualifications: Diploma in Drafting, Architecture or equivalent - from an accredited post-secondary institution.  2-5 years of experience drafting in the residential construction industry.  Effective time management skills, multi-tasking and prioritizing to meet multiple deadlines.  Willingness to assume responsibility, identify problems, able to take independent action but will request (or offer) assistance where required.  Works well in a team or independently.  Ability to use emails effectively.  Comfortable communicating with customers and tradespeople.  Experienced with ArchiCAD & MS Office Suite.  AutoCAD, Revit & SketchUp knowledge is considered a plus.  Broad understanding of current applicable Building Codes. What We Offer:Competitive Base salary and other bonuses. RRSP Matching and Company Phone allowance. Full BenefitsOpportunity to work with a reputable and growing developer. Supportive and collaborative work environment. Career growth and development opportunities. Exciting and challenging projects that make a difference in Edmonton's real estate landscape. How to Apply:If you are a dedicated and experienced Architectural Technologist looking for a new opportunity to make your mark in Edmonton's real estate industry, we want to hear from you! Please submit your resume and a cover letter detailing your relevant experience to rahul.dhawan@ adecco.caAdecco Canada is an equal opportunity employer and welcomes applications from all qualified individuals, including those from diverse backgrounds. We thank all applicants for their interest; however, only those selected for an interview will be contacted."
"VP, Product",Parallelz,"Toronto, Ontario, Canada",Executive,5 days ago,Full-time,Product Management,"Technology, Information and Internet","Parallelz enables developers and their existing mobile apps/games, without any SDKs, code changes, or engineering efforts to instantly improve user acquisition, organic virality, new revenue channels, and user experiences and capabilities that were not possible before.With Parallelz, users can access mobile apps instantly, with lossless quality, at full performance, on any desktop or mobile device. The Parallelz platform enables this by transforming existing native mobile apps into fully-native web apps, in real-time, that can be instantly accessible on any browser. Developers can now have a new frictionless way to reach their customers, free from the restrictions and taxations of the existing app stores.Parallelz unlocks millions of existing native mobile apps from their silos and transforms them into a more powerful and valuable asset that is fully web-native. Parallelz’ novel architecture creates a new category of building blocks for the web, enabling mobile apps and their functionality to become a new type of web primitive. This enables mobile apps and their discrete components, functionality, and data to instantly become directly addressable, configurable, and compositable. Furthermore, this enables entirely new types of dynamically personalized, user and ML-generated, synthetic app experiences.Our company is building a new technology platform that enables new ways of delivering, discovering, and extending mobile applications -- ways that were never thought possible. We allow developers to – with no modifications to their code – transform existing mobile apps into web-native apps that can run anywhere, all without a walled garden app store.But this technology doesn’t just magically appear, that's where you come in. You will help us build breakthrough technology to enable a radically improved mobile experience for users, giving them more control over their mobile device experience. We are looking for an experienced Product Manager to join our team to help guide our product towards our strategic goals.Our founding team and advisors are serial entrepreneurs and technologists from Mozilla, MIT, and former founders of high-growth venture-backed startups. The company is joined by top-tier, global venture funds and angel investors.Role:We are seeking a Lead Product Manager to drive the product strategy at Parallelz. You will report directly to the CEO and be responsible for driving product management for a highly technical and disruptive technology platform. Your responsibilities will include customer development, requirements synthesis, and product strategy.Key Responsibilities:Product Strategy and Vision:Conduct market research and competitor analysis to identify opportunities and stay ahead of industry trendsCollaborate with stakeholders to develop a product roadmap that addresses customer needs and business objectivesTechnical Expertise:Possess an understanding of the mobile app ecosystems, mobile ad tech, and mobile data science and analytics to effectively communicate and guide engineering teamsTranslate high-level technical requirements into actionable tasks for the engineering team, ensuring successful implementation of the playable ads solutionStay updated with the latest advancements in mobile technology, emerging platforms, and machine learning to ensure the product stays competitive and cutting-edgeProduct Development:Lead the end-to-end product development process, from ideation to launch, ensuring on-time and on-budget delivery of features and enhancementsWork closely with senior leadership and other functions to bring the product to market successfullyDefine key performance indicators (KPIs) and success metrics, continually monitor the product's performance, and drive continuous improvementsCollaboration and Communication:Foster strong relationships with key stakeholders and effectively communicate the product strategy, progress, and outcomesConduct regular product updates and presentations to internal teams and external partnersBonus - Compliance and Security:Ensure the playable ads solution adheres to data security and privacy regulations, such as GDPR, CCPA, and other relevant standardsWork with the engineering team to implement robust security measures to safeguard user dataRequirementsUnderstanding within the mobile apps or mobile games ecosystems5+ years of experience in product management inside of a mobile app or platform ecosystem2+ years in leadership position as a part of, or reporting to a senior leadership positionExperience in a fast pace, early-stage startup environmentDemonstrated success in driving product strategy, roadmaps, and delivering products to marketStrong analytical and problem-solving skills, with a data-driven approach to decision-makingAbility to product plan and evaluate trade-offs in order to define priorities, communicate them upwards, and put together comprehensive product plansBonus: Understanding of ads ecosystemBonus: Software development background or experience leading an engineering teamsBonus: Resides in the Toronto regionBenefitsThis is a full-time remote position. We offer a competitive salary, benefits, and an Employee Stock Option Plan."
Designer - Toronto,DMC Recruitment Group,"Toronto, Ontario, Canada",Entry level,4 days ago,Full-time,"Design, Art/Creative, and Information Technology",Staffing and Recruiting,"Interior DesignerExperience in 2020, CET or Project Matrix is mandatoryToronto, ONDesignerPickering, ONSummaryWe are seeking an Intermediate Interior Designer to join our team at a 100% Canadian owned full-service design consultancy team. As an interior designer, you will play a crucial role in creating inviting and functional workplace environments for our clients across North America. Our company places a strong emphasis on fostering a positive culture and welcoming atmosphere for both clients and employees. This is an in-office role based in Vancouver, and candidates must be located in Vancouver to be considered.ResponsibilitiesCollaborate with clients to understand their workspace needs, functional requirements, and design preferences.Develop innovative and creative design solutions that align with client objectives and reflect current workplace design trends.Utilize AutoCAD and other design software to create accurate and detailed floorplans, furniture layouts, and 3D visualizations.Specify and select appropriate office furniture, finishes, materials, and accessories based on client requirements and design intent.Prepare and present design concepts, mood boards, and presentations to clients, incorporating their feedback and ensuring alignment with project goals.Collaborate with internal teams, including sales, project management, and installation, to ensure seamless execution of design projects from concept to completion.Stay updated on industry trends, new products, and emerging technologies in workplace design, furniture, and materials.Qualifications:Bachelor's degree or diploma in Interior Design or a related field.3-6 years of experience working as an interior designer, preferably in the commercial or workplace design industry.Proficiency in AutoCAD and other relevant design software.Strong knowledge of space planning, furniture specification, and finish selection.Excellent understanding of workplace design principles, ergonomics, and industry standards.Ability to create accurate and detailed technical drawings, floorplans, and 3D visualizations.Strong communication and presentation skills to effectively convey design concepts and ideas to clients and internal teams.Excellent organizational and time management skills to handle multiple projects and meet deadlines.A keen eye for detail and a passion for creating functional, aesthetically pleasing spaces.Ability to work collaboratively in a team environment while also being self-motivated and independent.What do you get?:Opportunity to join a growing company that prioritizes work life balance and a great work culture.Competitive salary.Ample opportunity for growth.Paid vacation + full benefits."
Senior Construction Project Manager,Terlin Construction,"Ottawa, Ontario, Canada",Mid-Senior level,5 days ago,Full-time,Project Management,Construction,"Established in 1989, Terlin has become a leader and innovator in full-service construction for retail, commercial, and institutional clients. Distinguished by their end-to-end approach and unparalleled reputation for quality and reliability, Terlin’s state-of- the-art facility houses their custom Millwork shop which provides an exclusive focus on the specialized needs of their clients. From design through construction and service, Terlin handles every aspect of interior construction and delivers outstanding and consistent results.The Terlin Team is a talented and driven group of experts, tradespeople, designers, and project managers. In addition to their skilled partners and sub-trades, Terlin’s complete team is made up of close to 200 dedicated individuals – each committed to making customer service and satisfaction their highest priorities. And they are always looking for great people to join their team!The OpportunityTerlin is currently searching for a full-time, experienced, and dynamic Senior Project Manager with retail, institutional, commercial, and institutional construction experience to join our team. The environment is fast-paced and growth-oriented – ideally suited for individuals who like to take charge and are driven to build on current successes.ResponsibilitiesAs a Senior Project Manager, you will be responsible for building business success by identifying, qualifying, establishing, planning, implementing, maintaining, and coordinating retail/ ICI construction projects within the decided-upon budget, timeline, and scope. The functions include business development, cost estimation, organizing and planning, as well as preparing close out and reporting documents, all while collaborating with sub-contractors and colleagues to ensure the successful delivery of projects.Specifically, the Project Manager will be responsible for:· Developing comprehensive project plans including schedules, budgets, and resource allocation.· Assembling, leading, and delegating to a team of professionals, including architects, engineers, contractors, and subcontractors.· Contract administration.· Managing project fees, invoicing, schedules, execution, deliverables, and the quality of the projects during design and construction.· Monitoring project budgets, tracking expenses, and making adjustments as needed to ensure projects stay within budgetary constraints.· Identification of risk and associated mitigation strategies to minimize project disruptions and cost overruns.· Reviewing project documents (drawings, specifications, RFI’s, etc.) and evaluating the completeness for the respective phase of design and/or construction.· Implementing and enforcing quality control processes to ensure that construction work meets industry standards and client expectations.· Evaluating requested changes and managing the change process.· Project reporting and updating relevant stakeholders / team members on project progress.· Prioritizing and enforcing safety protocols to protect the well-being of all personnel on constructions sites.· Identifying business opportunities with current and prospective customers and by researching the industry and market trends.· Procuring and executing a portfolio of projects ranging from multiple small projects to major site improvements.· Collaborating with the Finance department as it relates to budgets, expenses, and profits as well as detecting cost-related issues.· Coaching and supporting project team members with assigned tasks.The successful candidate is a self-starter who possesses excellent communication skills, is extremely organized, detail-oriented, has a positive attitude and a vast knowledge of construction and trades.Qualifications· Minimum fifteen (15) years of construction industry project management involving retail and ICI works.· Base building construction experience.· Strong business acumen as it relates to full project management including conceptual / detailed estimating, scheduling, cost controls, reporting, and demonstrated ability to manage budgets and schedules within project expectations.· Ability to recognize issues as challenges and the capacity to work well under pressure.· Professional and diplomatic.· Strong leadership, communication, and interpersonal skills are critical for managing and leading diverse cross-functional teams.· Ability and willingness to travel periodically.· Knowledge of Canadian Building Code.· Excellent time management and computer skills.· Ability to motivate, think outside the box when needed, and willingness to adapt to new concepts.· A valid Secret security clearance (or ability to successfully obtain same) is a requirement of the position.· Bilingual (English and French) would be considered an asset.· Proficiency in construction software (Procore) and scheduling tools (MS Project) would be considered a significant asset.· PMP Designation would be an asset.· A valid driver’s license is required.What Terlin Has to OfferTerlin offers employees the opportunity to work on innovative projects alongside dynamic, dedicated, and talented teams who possess a strong drive for success.Their comprehensive benefits package is designed to meet the demands of each individual’s life at work as well as at home. Employees are eligible for coverage under Terlin’s benefit plans and are encouraged to participate in any, or all, of their benefit programs. The benefit programs are also complemented with RRSP matching and profit sharing.Terlin is an equal-opportunity employer and values diversity and inclusiveness in their company.Do you have the drive, the experience, and the commitment to excellence to be part of the Terlin Team?If you think you have what it takes and would like to join an organization that offers proven corporate leadership, opportunities for career advancement, great team spirit, and a collaborative environment, then let Terlin provide you with an excellent place to work, grow, and excel!To learn more about Terlin Construction Ltd., visit their website at www.terlin.ca.We thank all applicants for their interest, however, only those qualified will be contacted for an interview."
Controller- Property Management,Ignite Recruitment,"Edmonton, Alberta, Canada",Executive,4 days ago,Full-time,Accounting/Auditing and Finance,Internet Publishing,"The firm is currently managing properties across Alberta and is seeking a Controller to join their Edmonton team. The Controller will oversee the Accounting department and Edmonton office as the Edmonton market continues to grow. You will be part of a close-knit and collaborative team in Edmonton that takes pride in their work culture. As the Controller, you will be responsible for managing all aspects of financial management, including accounting, budgeting, and financial reporting. Additionally, you will lead and develop the Accounting Department and the Edmonton Branch.RESPONSIBILITIES & ACCOUNTABILITIES: - Team Leadership: Lead, manage, and develop the Accounting team and the Edmonton branch. - Entrepreneurial Leadership: Develop and implement strategic plans that align with the company's goals, driving growth and maximizing revenue. - Financial Reporting: Oversee budgeting, rent collection, and financial reporting to ensure accurate records and optimal financial performance of each property. Monitor performance against budget and provide regular variance analysis. - Accounting Operations: Oversee day-to-day accounting functions, including accounts payable, accounts receivable, payroll, and general ledger maintenance. - Cash Management: Manage cash flow and liquidity to ensure adequate funds are available for operational needs and investment opportunities.QUALIFICATIONS: -Bachelor's degree in Accounting, Finance, or a related field. -CPA Designation required. -Minimum of 5 years of experience in accounting or finance, with at least 2 years in a managerial role. -Proven leadership abilities, with a track record of building and developing high-performing teams. -Proficiency in accounting software (e.g., QuickBooks, Yardi) and Microsoft Excel. -Strong analytical and problem-solving skills, with a focus on attention to detail. -Excellent communication and interpersonal skills, with the ability to interact effectively with all levels of the organization.Powered by JazzHRPsiQbaOQCK"
Cafeteria Attendant,Broadstreet Properties,"Campbell River, British Columbia, Canada",Entry level,2 days ago,Full-time,Management and Manufacturing,Internet Publishing,"Are you customer service oriented with a great work ethic? Do you like to keep busy and stay organized? If so, join us as our new staff Cafeteria Attendant working Monday to Friday from 6:00AM – 2:30PM! This is a permanent, full-time position with benefits effective immediately!As the Cafeteria Attendant, you will be responsible for serving and maintaining service of the cafeteria food in a customer service-oriented manner. You will organize and set up the equipment and workstation within the cafeteria, while following FoodSafe regulations. The Cafeteria Attendant will work diligently to maintain the cafeteria in a clean and sanitary manner according to established expectations.Your contributions to the team include:Provide friendly and efficient customer service to coworkers in the staff cafeteriaHandle and serve food in a timely and courteous mannerMaintain food levels on the buffet and communicate with kitchenMaintain a clean and welcoming appearance of all equipment, counters, coolers and floorsMonitor food and equipment temperatures at all timesReceive, stock and rotate incoming and outgoing inventoryMaintain coffee stations in the cafeteria and on each floor of the officeAdhere to established schedule for meal and rest periodsStay productive at all times and prepare for future needs as time allowsClean cafeteria area before and after business hours and as necessary throughout the dayFollow established sanitation procedures at all timesAdhere to established dress codeAssist with kitchen-related duties when neededWhat you need to be successful:Minimum one year’s experience working in catering or food servicesWorking experience in the hospitality industry preferredCurrent certification in FoodSafe Level 1Working knowledge of materials and methods used in preparing foods on a large scaleAbility to use and care for food preparation equipmentAbility to establish and maintain effective working relationships with team members and coworkersAbility to work independently in a fast-paced environmentStrong customer service skillsMust be able to lift, push, pull and move food, equipment, etc. of 40 poundsAbility to stand for extended periods of timeWhy Broadstreet?Broadstreet Properties Ltd. is a family owned and operated property management company, partnered with Seymour Pacific Developments, that manage multi-family residential communities. We are a growing organization made up of diverse team members who are motivated to continuously innovate our approach to asset management. We consider employee wellbeing a priority and are dedicated to protecting the health and safety of our teams while ensuring a workplace that is respectful of everyone.Broadstreet Properties Ltd. practices equal opportunity hiring and onboarding processes to ensure equal access and participation for everyone. We understand that we have a responsibility for ensuring a safe, dignified, and welcoming environment and we are committed to creating an inclusive environment for all employees irrespective of race, colour, religion, sexual orientation, gender identity, or any other status protected by law. We believe in integrating people with disabilities into our workforce by removing barriers and meeting accessibility needs.Powered by JazzHRQNgVY4kMQ3"
Project Manager Estimator Commercial Glazing and Aluminum,Fort Rouge Glass Ltd,"Winnipeg, Manitoba, Canada",Mid-Senior level,1 day ago,Full-time,Project Management and Information Technology,"Glass, Ceramics and Concrete Manufacturing","Job DescriptionFort Rouge Glass Ltd. Is an industry leading custom glass company providing a vast range of products and services in both residential and commercial customers. FRG Is hiring experienced glaziers and apprentices to join our growing team in Winnipeg. FRG is celebrating its 55th years in business, and we are looking for outstanding personal to join the FRG Team! FRG has built a strong reputation for providing excellence in quality products and customer service throughout our 55 years in business.FRG is looking a Project Manager Estimator in commercial glazing and aluminum. Candidate MUST HAVE EXPERIENCE (Do not apply if you do not have any).Expectation5 to 10 years as a project manager in commercial glazing and aluminumRespond to Bids and access drawings/plans from different bid software and applicationsSource and cost materials off of detailed plans/drawings. Calculate labor costsPrepare and Submit quotes. Upon acceptance, prepare P.O.'s and order materials. Track materials ensuring all materials received and prepared for schedulingPerform job site visits as required and communicate with the installers and general contractor to ensure completionInvoice completed jobs and follow-up for payment if requiredEnergetic, and having the will to learn, and grow within the tradePunctuality and good work attendanceStrong attention to detail and problem solving abilityProviding outstanding customer serviceAble to work as a team and independentValid Driver’s LicenseScheduleMonday to FridayEight Hour ShiftsOvertime AvailabilityBenefits Include:Excellent opportunity to build a lifelong careerCompetitive wages Full Group Benefits (includes dental, disability)Casual DressBonuses upon performanceSupplemental Pay Types:Overtime PayCompany DescriptionLeading Company providing custom glass and stainless steel railing systems. Including but not limited to, custom mirrors, shower enclosures, storefronts, backsplashes, wine cabinets and , much much more.Leading Company providing custom glass and stainless steel railing systems. Including but not limited to, custom mirrors, shower enclosures, storefronts, backsplashes, wine cabinets and , much much more."
Drafting Coordinator - Store Planning,Reitmans Canada Ltée/Ltd,"Montreal, Quebec, Canada",Mid-Senior level,1 day ago,Full-time,Design,Retail,"Company DescriptionWho we are:At Reitmans (Canada) Limited (RCL), every moment of every day revolves around our customers and our love of fashion. We believe fashion empowers our customers to put their best foot forward when it matters the most. From the design table to the stores and our digital channels, we are always finding new ways to create memorable customer experiences, backed by a strong brand portfolio and powered by the most passionate people in the industry.Job DescriptionPosition Overview:The Drafting Coordinator is responsible for creating full sets of plans (in AutoCAD) for new, renovated and refreshed stores. This person obtains and transmits base building information, layers on the store design concept as per the scope of work given for project and ensures critical information based on lease agreement is obtained and respected.Reporting to the Drafting Supervisor, liaises directly with Landlords, Tenant Coordinators, and variety of external consultants as well as RCL's visual and marketing teams.ResponsibilitiesResponsible for drafting architectural plans for construction in accordance with the CAD drafting procedures, applying the appropriate design criteria and concept from division;Assimilate information between the design team and the drafting team, ensuring that any updates are conveyed into all ongoing plans;Responsible to coordinate the engineering and architects (consultants) plans with the architectural drawings;Responsible to prepare the store fixture (order) lists and do material take offs to prepare the vendor purchase orders;Responsible for proof reading Landlord & Engineering drawings to ensure that they are correct and correspond with the drafted drawings. Provides feedback to ensure that the proper corrections are made to the those drawings in respect to divisional design requirements if required;Coordinate fixture program with visual team;Validation of the location and square footage of new store locations with Leasing;Coordinate and group together all viable information received from the field and any external consultants required to finalize the outline (Surveys);Communicate with Landlords to ensure all base building drawings, design criteria, and all other relative information needed is acquired to prepare a preliminary scope of work and outline drawing. QualificationsQualifications & Competencies:College Diploma in Interior Design, Architectural Technology, or related studies;3-5 years’ experience in producing CAD technical construction drawings;Similar experience in the retail environment, including space planning in individual stores will be considered as a strong asset;Understanding of millwork and metal work, detailing and fabrication methods;Coordination experience with 3rd party consultants (Landlords, Engineers, Cities, Vendors, etc.);Proficient in drawing software AutoCAD (latest version);Knowledge of Photoshop and some knowledge of a 3D software (an asset);Fully bilingual (French and English). This position required to communicate with 3rd party (landlords, engineers, etc.) across Canada.Additional InformationWhat we offer (Why work with us):Hybrid work environment; A competitive benefits package (Full Time Employees Only);Paid Time Off ( Sick Time, Flex Days & Vacation (Full Time Employees Only);Additional benefits include annual bonus potential, opportunities for advancement and tuition reimbursement;50% discount at all Reitmans (Canada) Limited brands (Penningtons, Reitmans & RW&CO.);Generous Employee Referral Policy.If this inspires you…let’s talk. Send us your resume today!By the way, did you know that Reitmans (Canada) Limited has several hundreds of stores all across Canada and three fashion apparel banners? Get ready to join the Canadian fashion retail icon, with a great success story where you can have a voice and make a real difference.There are many ways to wear a career at RCL! #ReadytoRCLReitmans (Canada) Limited is an equal opportunity employer. We are committed to a diverse and inclusive workplace for all. We recognize that our future success depends on the perspectives and contributions of all our employees -- their diverse backgrounds, abilities and experiences make our business stronger. If you are contacted for a job opportunity, please advise us of any accommodations needed to ensure fair and equitable access throughout the recruitment and selection process. All accommodation information provided will be treated as confidential and used only for providing an accessible candidate experience.We thank all applicants. Only selected candidates will be contacted."
