Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
VP Product,Saje Natural Wellness,"Vancouver, British Columbia, Canada",Executive,4 days ago,Full-time,Product Management and Marketing,Wellness and Fitness Services,"Please note: we are accepting interest from candidates based in either Vancouver or Toronto.Overview:At Saje Natural Wellness, our mission is to connect people with the healing power of plants so that everyone can live their life to the fullest, naturally.Since 1992, we’ve been committed to creating 100% natural products that are rooted in function and designed to help people tune into their personal wellness. And just like nature, we’re continually growing!We’re on the lookout for top talent to join our team, in our stores, offices and distribution centres. We offer competitive compensation and benefits, flexibility in working styles and a commitment to professional growth and personal wellness supported by a generous Team Member discount on our products.The impact you'll make:Reporting to the CEO, the VP Product is responsible for the design, development and execution of Saje’s product innovation strategy and the product experience of our consumers. The VP Product is an experienced creator and influencer of new need-states for consumers, who leads the successful execution from “idea-to-shelf” with their team. The VP Product leads their team to identify and develop innovation opportunities, research and development methods and ongoing product management to position Saje as a leader within the personal care category with a niche-focus on essential oils and 100% natural formulations.All Saje Team Members are responsible for contributing to Saje’s culture and maintaining a positive environment for themselves and their peers.Responsibilities:Product Innovation StrategyGrow Saje’s business by developing our long-term product innovation & development strategy + place our assortment into shorter-term consumer need state opportunities.Identify and capitalize on emerging opportunities and trends by tapping into cutting edge market and industry insights and by understanding consumer behaviors, ensuring that Saje is positioned as a leader within the personal care and wellness categories and always putting our consumers in the center of every conversation and decision taken.Lead the design and development of Saje’s formulations, through how we source and develop best-in-class ingredients, formulations and manufacturing innovations with external sources and partners.Develop strategic relations within research communities, by sourcing the right partners, thought-leaders and academics to grow Saje’s credibility and ability to communicate the “reason to believe” with consumers.Be obsessed to proof the performance of our productsDevelop our sustainability roadmap, by thinking critically about the ingredients and materials that we use to create our products and finding more sustainable ways of doing so.Product marketingConstruct how to sell/educate/valorize our core assortment and new launches: build claims library, product marketing angles, etc.Partners with Consumer Marketing & Creative to bring strong product concepts to life.Product Management StrategyLead strong cross-functional workstreams between Product and cross-functional partners, including Marketing, Creative, Operations & Supply Chain, Retail and Digital to ensure that we’re bringing our products to market in a timely, high quality, zero fault way.People Leadership and DevelopmentLead and grow Saje’s Product Innovation team, driving a high performing team who is inspired by and enrolled in your vision of how we can show up powerfully to new and returning consumers.Create a team environment where all Team Members consistently experience a sense of belonging and inclusionMeasurement and ManagementMeasure the performance of all activities and assess them against goals, adjusting your strategy and activities to achieve them.Provide ongoing reporting and develop actionable insights, testing and learning to approach new initiatives.Control the Product budget in close partnership with CFO, identifying investment opportunities and driving budget efficiencies. Who you are:You are a visionary leader who is creative, hands-on and strategic; you’re an inspiring leader to your team and to your peers.You have held an Executive-level Product Innovation role in a $100M+ company before; you know the strategies and tactics to succeed and can quickly identify and pivot from failing strategies.You’re deeply customer-oriented and know how to pull key insights from customer experiences that inform your overall strategies and the strategic direction of the company.You have created relationships with consumers and created channels to know them and their needs, drawing key insights into your strategies.You have proven experience across all areas of your scope (innovation, research and development, product management)You have an excellent ability to lead initiatives from concept to implementation with the support of your team and your cross-functional partners.You have excellent taste and cultural awareness; you identify emerging trends and implement them into your strategies often ahead of the curve.You have an ROI and KPI driven approach with a strong attention to detail; you know how to measure the impact that your team’s work has on the business and our consumers.You have a strong understanding of the personal care and wellness category.You have a strong understanding and affinity with Essential Oils / Plant-based solutionsYou value deeply cross-functional work and are skilled at influencing others.You understand your impact on creating a strong culture and sense of belonging and inclusion within your team and within your organization.Why Saje?Here at Saje, we understand that joining a team is an important decision to make and we want to be sure you’re supported to do your best work.We offer:A competitive compensation packageA hybrid way of workingFlexible work hours based on business needsWellness days to ensure you're taking care of you mental and physical healthHealth benefits - comprehensive health, vision, and dental packagesPaid sick daysGenerous product discountIndividualized onboarding plan to ensure you’re set up for successEmployee Assistance Program - 24/7 support, resources, and information available to you and your familyGRSP programsPaid time off to ensure you're resting & rechargingProduct training - you will learn about the benefits and efficacy of our 100% natural products to support your own wellness journey.Note: The incentive programs, benefits, and perks have certain eligibility requirements. The company reserves the right to alter these incentive programs, benefits, and perks in whole or in part at any time without advance notice.Join our team!If this opportunity sounds like you, please apply in the link below. Not sure you're 100% the right fit? We encourage you to apply even if you don't have all of the listed qualifications."
Millwright - Manufacturing (HP),Star Employment,"Mississauga, Ontario, Canada",Entry level,1 day ago,Full-time,Management and Manufacturing,Staffing and Recruiting,"Job DescriptionWe are looking for an experienced Millwright who has experience in Manufacturing company for our client located at Mississauga. It is a candle manufacturing company.Responsibilities:  Conduct preventive maintenance procedures to ensure optimal performance.  Collaborate with team members to identify and address mechanical issues.  Always adhere to safety protocols and regulations.  Keep accurate records of maintenance activities.  Maintain and service machines and equipment used in the manufacturing facility.  Inspect and assess machinery to detect irregularities and malfunctions.  Adjust machinery and repair or replace defective parts.  Operate machine tools to fabricate parts required for overhaul, maintenance, or set-up of machinery.  Interpret mechanical, pneumatic, and hydraulic blueprints or schematics and translate ideas accurately.  Collaborate with the maintenance team to relocate or install stationary industrial machinery and mechanical equipment in the plant. Requirements:  Certificate of Industrial Mechanic (Millwright) (443A) preferred.  Proven experience as a Millwright in a manufacturing environment.  Strong mechanical aptitude and troubleshooting skills.  Ability to work independently and as part of a team.  Excellent communication and problem-solving abilities. Location: MississaugaShift: All Shift (Mon – Fri)Pay Rate: $34/hr. to $36/hr. (depending upon experience)"
Avionics AME,Morson Talent (Canada & USA),"Petawawa, Ontario, Canada",Mid-Senior level,2 days ago,Full-time,Manufacturing,Airlines and Aviation,"We are currently assisting our client, a prominent leader in rotor wing maintenance, repair, and overhaul (MRO), in their quest for AME E's to fill positions in Petawawa. ON.Responsibilities:Oversee projects assigned by the Avionics Manager or Supervisor and collaborate with other trade Supervisors/Leads to meet turnaround time (TAT) requirements.Conduct aircraft inspections, including airframe avionics, engines, and components.Review work packages for aircraft maintenance to ensure completion according to internal QCP/MPM Manuals.Perform and supervise aircraft maintenance to applicable standards, adhering to all internal quality control procedures and maintenance program manuals.Carry out modifications and installations according to installation instructions and certification guidelines.Monitor work progress to ensure estimated times on work cards are met.Troubleshoot faulty systems to determine the necessary rectification process.Operate Avionics test equipment, such as air data test sets, navigation and communication devices, ATC ramp testers, and other electronic test equipment.Maintain hangar housekeeping policies for the designated area of responsibility.Mentor Apprentices to ensure they apply correct concepts, skills, and safety practices to complete tasks.Coordinate with Original Equipment Manufacturers (OEMs) and/or the Design Approval Organization (DAO) to obtain repair design approvals as needed.Perform additional duties as assigned, including working shifts and weekends as required.International travel may be necessary.Qualifications, Skills & Attributes:Hold a valid Transport Canada AME “E” Type license or have completed Military AVN training on CH-146.Proficient in using electronic or paper-based manuals and capable of navigating vendor data to find necessary information.Knowledgeable about aircraft systems and aviation standards.Have a minimum of 3 years’ experience working on Bell-type helicopters.Possess a type endorsement on Bell 412.Have extensive knowledge of aircraft systems.Be proficient in using electronic or paper-based manuals (IETM) and able to navigate vendor data to find necessary information.Be self-motivated with the ability to process complex systems logically.Results-oriented with a focus on quality and computer literate.Have strong interpersonal and communication skills, and the ability to take direction and follow instructions.Be able to work with minimal supervision.Must be legally eligible to work in Canada."
Principal Research Scientist,LG Electronics,"Toronto, Ontario, Canada",Director,3 days ago,Full-time,"Strategy/Planning, Research, and Information Technology",Computers and Electronics Manufacturing,"At LG, we make products and services that make lives better, easier and happier through increased functionality and fun. Put simply, we offer the latest innovations to make “Life Good” – from home appliances, consumer electronics, vehicle components and mobile to business innovations in digital signage, air conditioning, solar and LED lighting. As a global leader, we strive for greatness in product leadership, market leadership and people leadership to realize our growth strategies.Talk about a mantra. Life’s Good with LG!Principal AI Research ScientistLG’s Toronto AI Lab is looking to push the boundaries of AI by performing game changing research and support innovative product and service solutions to realize LG’s global vision for a connected world. To further this initiative, we are looking for a Principal AI Research Scientist for our Toronto AI Lab (located in downtown Toronto). You will leverage your research expertise and leadership skills to spearhead novel research in Machine Learning which will have organizational wide impact and improve LG’s existing products and technologies. You will collaborate with researchers, engineers, and product managers from both Toronto AI Lab as well as global AI labs to design and launch AI products and solutions that help predict, personalize and transform lifestyles of LG’s global footprint of devices and users.Key ResponsibilitiesAs a hands-on leader, you will define key AI research directions, working with research teams to conduct experiments and publish results in top tier AI conferences/journalsAs a strategic leader, you will develop the AI research roadmap, prioritizing and delivering research goalsYou will be a reviewer for changes and develop/drive technical review processesYou will summarize and present complex and highly technical problems and solutions to both internal and external stakeholdersYou will participate in organizational planning, hiring, mentorship and leadership developmentQualificationsPhD in Computer Science, Machine Learning, Mathematics, or related quantitative discipline10+ years of innovative AI research experience, with strong analytic and problem-solving skillsDeep expertise in the science of artificial intelligenceProficiency in programmingPublications at top-tier peer-reviewed conferences and/or journalsExperience with mentorship and/or talent management of senior scientists and engineersExperience working with real-world data sets and building scalable models from big dataExperience that demonstrates excellent research judgment while balancing science, product, and business seamlesslyIndependent thinker who can make convincing, information-based proposalsThinks strategically and able to execute on those plans"
Electronic Engineer,Voila Talent Solutions,"Bolton, Ontario, Canada",Entry level,3 days ago,Full-time,Engineering and Information Technology,"Staffing and Recruiting and Appliances, Electrical, and Electronics Manufacturing","Our manufacturing client in Bolton is looking to add an Electrical Engineer to their team. This is a full-time permanent role with benefits.  Responsibilities:Design and develop electronic circuitsPCB Board Layout DesignDeveloping software infrastructure for new systems and productsResearch for new components and conduct component selectionPrepare schematics, BOM, netlistsSoftware development and maintenanceAnalyze system requirementsPerform design verification to determine if the requirements have been met.Understand and follow company policies, procedures, work instructions and standards and makes recommendations for continuous improvementsWork with external contract engineering firms, suppliers, board manufacturingTroubleshoot and rework prototype boardsQualifications:5+ years in a similar roleproficiency with programming languages C, C++, C# and Python (or other programming languages)knowledge of l2C BUS, SPI BUS, CAN BUS, Arduino Firmwareexperience working with and programming microcontrollersExperience working with ESP32Excellent problem-solving skillsExcellent communications skills, both oral and written.Proficient with office applicationsExperience working PADS or other PCB Design SoftwareAdditional Preferred Skills:Skill in both electronic and software designWeb-based programming"
Mechanical Designer,AME Consulting Group Ltd.,"Vancouver, British Columbia, Canada",Not Applicable,2 days ago,Full-time,"Engineering, Consulting, and Design",Design Services and Engineering Services,"We are looking for a Mechanical Designer to join our Vancouver office. In this role, you will be working in a collaborative team on mechanical design projects from schematic design through to construction. You should be an experienced designer with an excellent track record and extensive technical knowledge. Creative thinking and a proactive attitude, along with strong communication, organizational and report writing skills, are essential.The AME Consulting Group is an employee-owned organization that provides our employees with opportunities to build their legacy with exciting career possibilities and growth. With a resolve for a better tomorrow, we have cultivated an environment where learning and mentoring thrives. We are looking for someone who is motivated, talented, and a committed team member to join us.Key ResponsibilitiesMechanical design including HVAC, plumbing, fire protection and building control systems.Manage the planning, coordination, and completion of multiple concurrent projects.Review of system design calculations and equipment selections.Prepare correspondence, reports, specifications, and meeting minutes.Provide technical guidance and mentorship to designers to ensure they are continually growing.Develop and maintain client relationships.Contribute to company-wide initiatives for the development of new systems and standards.Comply with AME quality management standards and processes.Key SkillsStrong proficiency with AutoCAD and/or Revit and Microsoft Office is required.Experience with IESve and HAP would be an asset.Up-to-date knowledge of technical developments in the field of mechanical engineering.Clear and concise communication, both orally and writtenDemonstrated ability to manage multiple assignments and conflicting priorities.Ability to formulate sound engineering decisions and judgment.Qualifications and ExperienceEIT, P.Eng. or Professional Technologist designation. You should be registered and in good standing with EGBC or ASTTBC.Minimum 4 years of mechanical (HVAC, plumbing and fire protection) experience in design, project management and client relations.Sustainable design certification (LEED®, Certified Passive House Designer, etc.) or experience would be an asset.We Offer:Competitive payFlexible and hybrid work optionsVacation starting at 3 weeksComprehensive health and dental benefitsEmployee & Family Assistance Program (EFAP)RRSP matchingProfit sharingPotential shareholder opportunityCompensation:$70,000 - 85,000 per yearHow to Apply:Please apply in confidence through LinkedIn or by sending your resume to careers@amegroup.ca We thank all those that apply but only those applicants invited for an interview will be contacted."
Manufacturing Engineer,Hymopack Ltd,"Etobicoke, Ontario, Canada",Mid-Senior level,4 days ago,Full-time,Engineering and Manufacturing,Plastics Manufacturing,"This position is responsible to meet the goals and objectives of the organization by applying engineering techniques, skills and methods to install, modify, analyze, repair, improve and test tools, engines, machines, or other mechanically functioning equipment.Essential Duties and TasksTo perform this job successfully, an individual must be able to perform each essential job function satisfactorily. Reasonable accommodation may be made, upon request, to enable individuals with disabilities to perform the essential functions.Develops, evaluates, and improves industrial manufacturing methods, utilizing knowledge of product design, materials and parts, fabrication processes, tooling and production equipment capabilities, assembly methods, and quality control standards.Analyzes and plans space requirements, workflow, designs layout of equipment and workspace for maximum efficiency.Communicates manufacturing capabilities, and information to facilitate production processes.Consults with vendors.Acts as expert (SME) for training of operators, helpers, packers, and supervisorsAct as back up for technical support for ExtrusionMonitor reliability of equipment and make changes tom procedures and / or equipment in order to meet agreed upon operating targets.With the help of supervisors and operators implement new and revised operating procedures.Support request for improvements made by the supervisors.Interpret technical standards and develop corrective measures for the facilities.Evaluate and maintain required spare parts list for his area of responsibility.Maintain & keep current documentation on all critical equipment.Perform technical & statistical analysis for the resolution of problems.Research and analyze design proposals, specifications, manuals, and other data to evaluate feasibility, cost and maintenance requirements of designs or applications.Investigate, research, and analyze equipment failures, malfunctions, and processes to diagnose, repair, or make recommendations for changes to align with cost and efficiency standards.Read and interpret blueprints, technical drawings, schematics, and computer-generated reports.Consult and collaborate with personnel and departments to implement effective and efficient operating procedures.Specifies system components or directs modification of products to ensure conformance with engineering design and performance specifications.All other duties as assigned.Qualifications, Education and ExperienceBachelor's Degree with Engineering Certificate required.2 to 4 years manufacturing engineering experience,Solid working knowledge and hands on experience with concepts and principles,analytical and problem-solving skills.Experience using Maintenance management software, Microsoft Office Suite (Word, Excel, Power Point), Visio, Outlook email and calendar.Maintains strict confidentiality and protects privacy of confidential/sensitive information.Exceptional time management and organization skills. Ability to manage multiple tasks and projects simultaneously establishing priorities to meet deadlines.Ability to communicate effectively (verbal, written, and presentations) with leadership, staff, internal and external clients.Proactive; exercises sound judgment and decision making; able to identify problems and needs and develop solutions and/or options.Self-confident, self-motivated polished professional who thrives in a challenging, fast-paced environment.Work EnvironmentWorks indoor environment with safety/health hazard potential. Hearing protection, safety shoes, vision and other protection required when in manufacturing areas.  This role operates in a professional office and manufacturing environment that may have some exposure to a manufacturing environment. Employee is rarely exposed to non-toxic/nuisance smells from chemicals, airborne dust, moving mechanical parts, high noise levels and hot/humid environmental conditions in the manufacturing areas. Other DutiesAlways take ownership, be accountable for your actions, your job and your team. This job description is a tool for you. Other job duties/projects may be assigned to you to meet business needs, this outline is not to be considered a detailed description. Good and reliable attendance, positive attitude and at or above job specific metrics and/or goals will reflect on your annual review. Duties, responsibilities, and activities may change at any time with or without notice.EEO StatementProAmpac provides equal employment opportunity to all individuals regardless of their race, color, creed, religion, gender, age, sexual orientation, national origin, disability, veteran status, or any other classification protected by state, federal, or local law. Further, the company takes affirmative action to ensure that applicants are employed and employees are treated during employment without regard to any of these characteristics. Discrimination of any type will not be tolerated."
CNC and Manual Lathe Machinist,Peel HR,"Bolton, Ontario, Canada",Entry level,1 day ago,Full-time,Management and Manufacturing,Human Resources,"Job DescriptionAre you a versatile and experienced lathe machinist looking for a new challenge? Do you enjoy working with both CNC and manual lathes and producing high-quality parts and products? If so, we have the perfect opportunity for you!Our client is a leading manufacturing company in Bolton, and we are looking for a CNC and manual lathe machinist to join our client team. You will be responsible for setting up, operating, and maintaining both CNC and manual lathes, as well as performing quality checks and inspections on the finished products. You will also be involved in reading and interpreting engineering drawings, specifications, and instructions.To be successful in this role, you will need:At least 3 years of experience as a lathe machinist or a similar roleA high level of skill and accuracy in both CNC and manual machining and measuringThe ability to work with different types of materials, such as metal, plastic, and woodThe ability to use various tools and equipment, such as calipers, micrometers, and gaugesThe ability to work independently and as part of a teamThe ability to meet deadlines and quality standardsWe offer:A competitive hourly rate of 30+ dollars, depending on your experience and skillsA friendly and supportive work environmentA stable schedule and work hours: Mon to Fri 7.30 to 4, Sat 6 hoursOpportunities for growth and developmentCompany DescriptionPeel HR is one of the fastest growing HR companies in the GTA. We pride ourselves in ensuring the right candidates are met with the right organizations. We have helped thousands of organizations find the ideal candidates. We are just a phone call away. We are not just an agency, but your staffing partner. We value your organizations needs, and we deliver.Do give us a call if you're interested we have multiple openings right now within Ontario, CanadaPlease visit us at : www.peelhr.com24/7 Number :+1-(647) 424-0399 & +1-647-557-2943Peel HR is one of the fastest growing HR companies in the GTA. We pride ourselves in ensuring the right candidates are met with the right organizations. We have helped thousands of organizations find the ideal candidates. We are just a phone call away. We are not just an agency, but your staffing partner. We value your organizations needs, and we deliver. Do give us a call if you're interested we have multiple openings right now within Ontario, Canada Please visit us at : www.peelhr.com 24/7 Number :+1-(647) 424-0399 & +1-647-557-2943"
Industrial Engineering Manager,PLP,Greater Montreal Metropolitan Area,Director,4 days ago,Full-time,Engineering and Information Technology,"Appliances, Electrical, and Electronics Manufacturing","Key Job Responsibilities:Manage and coordinate activities of industrial engineering department, facilities, and equipment maintenance.Planning of industrial engineering development strategy.Management of industrial engineering project portfolio. Reports to: Operations Director, CanadaPrimary work location: Montréal, QuébecTravel requirement: 20% of the timeTasks & Responsibilities:Maintain part numbers, bill of materials, standard time, part costing and assembly drawings in ERP system.Develop production routing for new products.Adjust production routing as needed to accommodate changes in demand or unforeseen disruptions.Initiate and implement cost-cutting, quality improvement, and process efficiency projects.Identify ways to reduce production costs through recommendations – i.e., new process equipment, equipment justification to improve performance.Work closely with the Operations managers to map current operating and manufacturing processes and develop plans for improvement.Develop standard operating procedures and ensure they are followed, training employees as needed.Coordination of industrial engineering functions: Maintenance processes and procedures.Direct management and mentoring of Industrial Engineering department staff.Direct the function of facilities maintenance in both plants.Responsible to prepare and submit the annual operating budget for maintenance activities, equipment and building requirements.Maintain a high-quality relationship with the operations managers regarding their production schedules and the support required with machinery and potential new capital requirements, and to ensue that all production equipment is in safe operating condition.Technical representation with clients (projects, support, quality, sales) and vendor.Job Requirements:Excellent planning and organizational skills, with the ability to balance engineering and quality needs.Excellent interpersonal communication and listening ability.A strong ability to be adaptable and flexible.Strong analytical and decision-making skills.Ability to work with teams and lead decision-making processes in a team environment.Highly motivated, results oriented, driven.Excellent attention to detail.Able to work with precision and efficiency in tight deadlines.Spoken languages: French, English an asset.Written languages: French, English an asset. Experience / Education / Skillset:Bachelor of Industrial Engineering degree.Results orientated, goal oriented and able to implement programs and adapt to change.Excellent written and oral skills.5 - 7 years of demonstrated experience.Demonstrated strong leadership, team building and advanced coaching skills.Demonstrated ability to motivate people, assess and develop employee skills.Experience with ISO certification and implementation, custom procedures and work instructions, and risk assessment.Process Quality Engineering experience.Strong knowledge of CAD software (SolidWorks, Catia, Autodesk).Experience with CNC programming software (Mastercam) a plus.Strong computer skills with Microsoft Office Products (Word, Excel, Power Point and Access). Work schedule:Full Time, permanent positionWork schedule, 40 hours a week. Overview PLP protects the world’s most critical connections by creating stronger and more reliable network.PLP's critical infrastructure solutions serve a wide range of customers, including:- Power utilities- Telecommunications network operators- Cable television and broadband service providers- Construction contractors- Agricultural enterprises- Corporations and enterprise networks- Government agencies- Educational institutions PLP has been manufacturing in Canada since 1985. Our two ISO 9001 certified facilities and local engineering team allow the company to respond to Canadian customers’ needs quickly and with precision. With locations in over 20 countries, PLP and its Canadian subsidiary PLP Canada work as a united global corporation, delivering high-quality products, and unparalleled service to customers in Canada.A steadfast commitment to quality is not just a goal at PLP, it's the guiding principle of everything we do. You can rest assured that the reliability of our products and the dedication of our people are the things that make PLP ""The Connection You Can Count On. ®"" PLP is the connection you can count on, for our people, our clients, and our communities. We offer a competitive pay and benefits package that includes, life insurance, health insurance, dental insurance, vacation days and paid holidays and a deferred profit-sharing retirement program.  We are a company that values new ideas and opinions, and we encourage our employees to ask questions in the spirit of continuous improvement. We promote a balance of work and family as an important aspect that helps sustain the long-term growth and health of all our employees. We value diversity and inclusion and foster a workplace in which all employees respect one another and work together to achieve common goals. The company also has annual social activities and a service awards program, that recognize the ongoing contributions of employees every year.  In accordance with the Accessibility for Ontarians with Disabilities Act, 2005 and the Ontario Human Rights Code, accommodation will be provided to candidates with disabilities during the recruitment and selection process. If you are invited to participate in the process and require an accommodation, please let us know in advance."
Manufacturing General Manager,Stoakley-Stewart Consultants Ltd.,"Burlington, Ontario, Canada",Mid-Senior level,23 hours ago,Full-time,"Manufacturing, Management, and Product Management",Facilities Services and Construction,"Job ID: 202777Company DescriptionOur client is a storied manufacturer of commercial and industrial HVAC and refrigeration products. They are consistently growing in business, with a well-established product line and newly renovated facility, looking for a driven leader to plan and manage the day-to-day operations of their manufacturing team.CompensationGreat base salary commensurate with experience, as well as strong medical benefits, RRSP matching and other perks!The OpportunityAs mentioned, our client is a well-established, long-time player in the industrial and commercial, HVAC and refrigeration space. They utilize their dedicated manufacturing team and newly renovated facilities, to produce a fully customized product line, with the highest regards for standards and quality.They are growing and with that growth, comes the need for an experienced General Manager. One who is experienced in pressure piping fabrication; who knows how to not only motivate others, but also build greater efficiencies and profitability into their current manufacturing processes. This is the perfect opportunity for a leader, who understands the scheduling needs, as well as intricacies of a fully customized manufacturing facility.Experience10+ years’ of manufacturing experience, preferably in a HVAC, Refrigeration, Pressure Vessel, or Custom Environment5+ years’ of management of both manufacturing personnel (production managers, welders, fabricators, etc.) and operations teams (production, scheduling, quality control and engineering)Direct knowledge and experience with Pressure Piping fabrication and manufacturing, as well as applicable codes and standardsQualificationsDiploma or Degree in Manufacturing or Engineering, or relevant professional experience (Red Seal) consider an assetWillingness to train others; with a proven ability to develop in-house assessments, as well as training and upskill programsKeen sense of Inventory Management, Warehousing, Scheduling and LogisticsProven ability to budget and ensure projects are on-time and under budget, with appropriate hours allocated per projectHealth & Safety Compliance focused, with a strong track record for managing safe manufacturing environmentsStrong communication, organizational and writing skillsProven proficiency with the Microsoft Office Suite (Excel, Outlook)Knowledge of ERP systems, scheduling systems and SAP consider a strong assetEducationDiploma or Degree in Manufacturing or Engineering, or relevant professional experience (Red Seal) consider an asset.Additional InformationJob Type - Permanent, Full-TimeIndustries - H.V.A.C./RefrigerationJob Categories - Manufacturing/Production/OperationsManages Others - YesRequired Travel - NoRelocation Assistance - NoLearn More About the RecruiterGian Mele has over 15 years’ experience as a sales and marketing consultant in the food service and manufacturing industries. He has familiarized himself with various technical areas associated with the industry. Though his focus has been on manufacturing and technical positions he has access to a variety of professionals and experts throughout the industry.How to ApplyPlease click on the “Apply” button located elsewhere on this job posting (preferred) or email your resume to: gmele@stoakley.comAbout Stoakley-Stewart ConsultantsStoakley-Stewart Consultants Ltd. is an Executive Search/Recruiting firm with an impressive domestic presence and strong international reach. We opened our doors in 1977 and have grown to be one of the most successful employment agencies in Canada. We house a team of top-notch consultants, each acting as a subject matter expert in their chosen field. As a result we provide professional recruiting services to clients and candidates in a variety of industries, functions and geographies. This expansive breadth of experience allows us, as a firm, to successfully satisfy all of your hiring/employment needs. In accordance with Canadian laws, it is the policy of Stoakley-Stewart Consultants to consider all qualified individuals for available positions without regard to race, colour, religion, sexual orientation, country of origin, age, disability etc.What are we known for and how do we help?Helping talented professionals secure new, exciting and rewarding career opportunitiesTreating each unique individual with professionalism, respect and integrityMeeting your distinct needs by matching you with the right corporate culture"
Mechanical Designer,AME Consulting Group Ltd.,"Victoria, British Columbia, Canada",Not Applicable,2 days ago,Full-time,"Engineering, Consulting, and Design",Design Services and Engineering Services,"We are looking for a Mechanical Designer to join our Aquatic and Recreation Team in our Victoria or Nanaimo office. In this role, you will be working in a collaborative team on mechanical design projects from schematic design through to construction. You should be an experienced designer with an excellent track record and extensive technical knowledge. Creative thinking and a proactive attitude, along with strong communication, organizational and report writing skills, are essential. As the leader in recreation-focused mechanical consulting in Canada, AME Group has an extensive portfolio of Aquatic, Recreation, and Community projects. In this role, you will have opportunity to involved in a diverse range of local projects across multiple sectors, as well as aquatics and recreation projects across Canada.The AME Consulting Group is an employee-owned organization that provides our employees with opportunities to build their legacy with exciting career possibilities and growth. With a resolve for a better tomorrow, we have cultivated an environment where learning and mentoring thrives. We are looking for someone who is motivated, talented, and a committed team member to join us. Key ResponsibilitiesMechanical design including plumbing, aquatics, fire protection, HVAC, and building control systems.Manage the planning, coordination, and completion of multiple concurrent projects. Review of system design calculations and equipment selections.Prepare correspondence, reports, specifications, and meeting minutes.Provide technical guidance and mentorship to designers to ensure they are continually growing. Develop and maintain client relationships.Contribute to company-wide initiatives for the development of new systems and standards.Comply with AME quality management standards and processes.Key SkillsExperience with AutoCAD and Microsoft Office. Familiarity with Revit, IESve and HAP would be an asset.Up-to-date knowledge of technical developments in the field of mechanical engineering. Clear and concise communication, both orally and written.Demonstrated ability to manage multiple assignments and conflicting priorities. Ability to formulate sound engineering decisions and judgment.Qualifications and ExperienceEIT, P.Eng. or Professional Technologist designation. You should be registered and in good standing with EGBC or ASTTBC. Minimum 4 years of mechanical (HVAC, plumbing and fire protection) experience in design, project management and client relations.Design experience in recreation sector, including knowledge of aquatic design standards and regulations, would be an asset. Sustainable design certification (LEED®, Certified Passive House Designer, etc.) or experience would be an asset.We Offer:Competitive payFlexible and hybrid work options Vacation starting at 3 weeksComprehensive health and dental benefitsEmployee & Family Assistance Program (EFAP)RRSP matchingProfit sharingPotential shareholder opportunityCompensation:$70,000 - 85,000 per yearAt AME, we are committed to the principles of employment equity in all our offices, and we welcome applications from all qualified individuals. We consider all qualified candidates regardless of gender, ethnicity, country of birth, political or religious affiliation, health status, or any other status protected by law.How to Apply:Please apply in confidence through LinkedIn or by sending your resume to careers@amegroup.ca We thank all those that apply but only those applicants invited for an interview will be contacted."
