Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Data Entry Specialist Junior / WFH,ArcMentors,"Edmonton, Alberta, Canada",Entry level,19 hours ago,Full-time,Administrative,Research,"Only Apply Here: (codeup.click)Digital Data Entry Enthusiasts WantedSnapshot: Embrace the opportunity to join our dedicated team engaging in rewarding data entry efforts. Work remotely, impacting our Digital Data Assembly Initiative from anywhere you choose.Engagement OptionsVenture into well-paid data entry projects, available both through online avenues and physical locations.Dictate your income flow by picking projects based on your availability.Enjoy a selection from PayPal, bank transfers, and digital coupons as payment options.Experience gratification through consistent performance rewards.Core ResponsibilitiesUndertake data entry work remotely, adhering strictly to company directives.Align with a broad spectrum of online teams for data synchronization and mapping.Accept tasks that showcase your particular strengths and knowledge base.Commit to delivering accuracy in all data entry, verification, and cataloging efforts.Essential RequirementsMust possess a smartphone or computer with camera functionality for identity confirmation.An unwavering internet connection is non-negotiable.A flair for engaging with data-centric projects.The discipline to execute precise directions for accurate data handling.Position PerksParticipate in a diverse range of data-driven projects, enjoying the freedom of remote work.Bid farewell to the commute, embracing work-from-home benefits.Implement your work schedule flexibility, aligning with remote work preferences.Opportunities for professional advancement in data mastery and technological engagements.Job Type: Flexible, offering the convenience of home-based operations.Target Candidates: Best suited for those looking for flexible and temporary remote work engagements. Data entry experience is welcomed but not necessary, making it an ideal platform to increase your income through versatile online tasks.Disclaimer: This opportunity is crafted for those aiming to supplement their at-home earnings and is not regarded as a permanent employment pathway.Only Apply Here: (codeup.click)"
Director of IT,Robert Half,"Calgary, Alberta, Canada",Director,3 days ago,Temporary,Information Technology,Staffing and Recruiting,"DescriptionDo you have experience building teams? Do you enjoy leading project work? Robert Half has been engaged by a client of ours who are in immediate need of an interim Director of IT. This 5-month Director of IT contract is based in Calgary, Alberta and required the successful applicant to work on-site 3-days per week.As The Director Of IT You WillOversee day-to-day IT operations: planning and executing service desk functions, front-line support and implementing IT service management practices.Contribute to crafting the long-term strategic plan, ensuring alignment of IT services with the corporate strategic and annual business plans.Ensure that the IT technical infrastructure and front-line services effectively meet business needs while optimizing services, processes, and solutions to address current and evolving demands.Collaborate in developing and implementing the long-term strategic plan for the IT department, ensuring alignment with the corporate strategic and annual business plans.Conduct an assessment current bottlenecks and existing team members; provide a solution and manage any potential hiring needs. RequirementsWhat you bring:Experience working in a similar capacity as either a Director of IT or Manager of IT; minimum 4 years in a leadership role.Excellent communication skills; experience liaising between all levels of an organization.Conflict management skills; proven ability to defuse tense conversations.Experience managing external vendors and maintaining relationships with in-demand contractors.Strong project management skills.Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.Robert Half works to put you in the best position to succeed. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity - whenever you choose - even on the go.Questions? Call your local office at 1.888.490.4429. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2024 Robert Half. By clicking “Apply Now,” you’re agreeing to"
Jr. IT Support Analyst,Vista Projects,"Calgary, Alberta, Canada",Internship,2 days ago,Full-time,Information Technology,Internet Publishing,"What Vista DoesVista Projects is an integrated industrial engineering firm that helps clients navigate the digital transformation of their projects and operations. Our proven project execution process is based on a “single source of truth” model that eliminates the potential for inefficient engineering designs, cost overruns and project completion delays.Why We Do ItWe believe the world needs industrial projects and that intelligent engineering data can increase the likelihood of innovative solutions getting to market. Over the years, our multi-discipline teams have conceptualized and designed some of the most challenging and successful industrial processing projects in the North American energy sector. Vista has established itself as a trusted industrial engineering partner for all types of projects, from conceptual studies and pilots to large-scale commercial expansions.Where We WorkThe benefits of our approach apply to new asset developments and brownfield optimization projects across several industrial markets. This includes biofuels and produced water treatment to natural gas and petrochemical processing. We headquartered in Calgary and maintain a satellite office in Houston.What You Would Do in This RoleThe IT Support Analyst supports Vista end users’ desktop experience. Duties include:Installing, configuring, and maintaining workstations for end usersInstalling, configuring, and maintaining printers, scanners, and plottersInstalling software Diagnosing, resolving, and documenting software and hardware incidentsUtilizing a ticketing system to track and document software and hardware incidentsCreating end user documentationWorking with vendor support contacts to resolve technical problemsMaintaining the organization’s Active Directory Performing SCCM maintenanceEnsuring the organization’s information governance policies are followedPerforming other duties as requestedRequirementsHigh School DiplomaExperience in MS Windows desktop operating systems and application softwareKnowledge of networking and resolving connectivity issuesKnowledge of Active Directory and SCCM maintenanceStrong verbal and written communication skillsWilling to work varying schedules to ensure coverage within the departmentValid driver’s licenseAbility to pass a criminal background checkPreferredTechnical Certificate, Associate, or Bachelor’s Degree in Computer Science0-2 years of experience in a similar roleWhy People Like Working with UsWorking with Vista is a chance to contribute to the type of challenging municipal and industrial projects that the world requires. If that doesn’t excite you, this role likely won’t be a fit.Challenging projects require focus and we enable our people to do their best work with modernized project systems that are based on our leading use of intelligent data-centric execution architecture. Our staff and clients like that it gives them real-time access to validated data shared across all project departments. This fosters project design and business decisions based on a single, authoritative source of truth and provides increased transparency and collaboration with team members and clients, leading to improved engineering quality and a product we can all take pride in.What We OfferAn opportunity with Vista is not just a job; it is a chance to tackle challenging projects with colleagues who are among the most recognized and accomplished in their disciplines.Vista offers all employeesA stimulating, fast-paced and challenging work environment where you will contribute to the interesting municipal and industrial engineering projectsA robust and consistent recruitment process that ensures your colleagues are likeminded and comparably capableAn opportunity to be a part of an entrepreneurial, technically skilled team which has established leadership in innovative engineering solutionsA strong value-based philosophy that provides an informal, close-knit team environment, where you and your family feel like a part of our organization, and not just an employee numberCompetitive compensation and benefits, including a performance-linked variable pay programCompany-sponsored social events and team sportsFlexible work schedules, half-day Fridays and free parkingAn organization that values and encourages diversityHow to ApplyPlease complete the application form below and include a cover letter concisely demonstrating how your skills and experience align with our job posting. By submitting this application, you consent to ourNote: As part of the interview process there will be a technical testing component that will take up to two hours and can be completed at home on your own timeline. Candidates may be required to complete a security clearance procedure prior to receiving an offer.Powered by JazzHRCySll6er2a"
IT Support Specialist I,Coursera,Canada,Entry level,4 days ago,Full-time,Information Technology,E-Learning Providers,"Coursera was launched in 2012 by two Stanford Computer Science professors, Andrew Ng and Daphne Koller, with a mission to provide universal access to world-class learning. It is now one of the largest online learning platforms in the world, with 142 million registered learners as of December 31, 2023.Coursera partners with over 325 leading university and industry partners to offer a broad catalog of content and credentials, including courses, Specializations, Professional Certificates, Guided Projects, and bachelor’s and master’s degrees. Institutions around the world use Coursera to upskill and reskill their employees, citizens, and students in fields such as data science, technology, and business. Coursera became a B Corp in February 2021.Join us in our mission to create a world where anyone, anywhere can transform their life through access to education. We're seeking talented individuals who share our passion and drive to revolutionize the way the world learns.We at Coursera are committed to building a globally diverse team and are thrilled to extend employment opportunities to individuals in any country where we have a legal entity. We require candidates to possess eligible working rights and have a compatible timezone overlap with their team to facilitate seamless collaboration. As a remote-first company, our interviews and onboarding are entirely virtual, providing a smooth and efficient experience for our candidates.Job Overview:Coursera’s IT Department is responsible for the Corporate tools and technology that are required for the company to operate efficiently and effectively. We are a growing team that plays an integral role in the company’s ability to perform its day-to-day tasks. While supporting an ever-growing number of users with top-tier tools and applications, our IT team is always aiming to achieve the highest goals and produce the best experience possible for our end users.Coursera is looking for a motivated IT Support Specialist to help support our growing team and ensure our staff has the optimal technical working environment. This is an internal support position which requires versatility, attention to detail, a strong sense of urgency and troubleshooting skills. In this role, you will be the front-facing contact to manage IT requests ranging from break/fix issues, SaaS administration, asset management, hardware deployment, user onboarding & offboarding, and some IT project participation. As part of a small IT team, you'll wear lots of hats and gain plenty of valuable experience.The role provides an opportunity to enhance your IT skills by providing first-line support to Courserians with their IT service requirements and needs. The role also allows for the successful candidate to further identify their IT path and align their career aspirations with the different IT fields, from basic computer fundamentals to server administration, application support, and other technology opportunities.Responsibilities:Responsible for Global IT Support for 1500+ systems (95% Mac and 5% Windows & VDI), experience with end-user support by responding to client queries, solving technical problems including client software, hardware and network system problems.Daily duties can include receiving, prioritizing, documenting, routing, scheduling, help with general IT support, deep troubleshooting, documentation as well as A/V needs, project management and resolving any and all internal IT support requests.Conduct New Hire training, including orientation on company IT platforms and tool familiarity, troubleshooting, and configuration assistance.Provide technical assistance to level II team members and act as a liaison with the Systems and Network Administration team(s).Manage hardware in relation to the hardware asset lifecycle and provide support in SaaS asset management such as auditing, access retrieval, etc.Create and maintain knowledge content to promote self-service support and provide feedback and recommendations to improve processes, productivity, and quality of service.Basic Qualifications:2+ years of IT or Desktop Support / System Administration with a demonstrated history of providing exceptional customer service.Extensive experience with configuring & troubleshooting Mac OS & Windows 10 and higher. Experience with various IT tools and SaaS applications: Google Suite, JAMF, Zoom, ServiceNow, Virus Scan, Microsoft Office, Slack, OktaDemonstrated ability to communicate ideas to technical and non-technical audiences in both written and verbal formats.Inquisitive attitude and a desire to learn new things.Preferred Qualifications:Experience with systems/network skills, experience with JAMF and/or Workspace One, ServiceNow, Global Protect, and Okta.Experience in providing training or documenting training guides for non-technical usersIf this opportunity interests you, you might like these courses on Coursera:Service Desk Analyst: Jobs, Courses, Salaries, and Career Paths - https://www.coursera.org/articles/service-desk-analystGoogle IT Support Professional Certificate - https://www.coursera.org/professional-certificates/google-it-supportBachelor of Information Technology from Illinois State - https://www.coursera.org/degrees/bach-information-technology-illinois-techCoursera is an Equal Employment Opportunity Employer and considers all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, age, marital status, national origin, protected veteran status, disability, or any other legally protected class.If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process, please contact us at accommodations@coursera.org.For California Candidates, please review our CCPA Applicant Notice here.For our Global Candidates, please review our GDPR Recruitment Notice here."
Head of Technology,Parallelz,"Toronto, Ontario, Canada",Mid-Senior level,4 days ago,Full-time,Information Technology,"Technology, Information and Internet","Our company is building a new technology platform that enables new ways of delivering, discovering, and extending mobile applications -- ways that were never thought possible. We allow developers to – with no modifications to their code – transform existing mobile apps into web-native apps that can run anywhere, all without a walled garden app store.But this technology doesn’t just magically appear, that's where you come in. You will help us build breakthrough technology to enable a radically improved mobile experience for users, giving them more control over their mobile device experience.You will be getting in right at the beginning, be a key contributor in the technical strategic roadmap, building a world class technical team, and working in a small, agile, and flat organization to evolve our R&D initiatives into a live operational platform that will have an impact across the industry.As a Head of Technology or Technical Director, your primary responsibility will be leading, guiding, and supporting the engineers in charge of designing and developing complex, innovative systems that integrate various technologies. This role reports to the founder/CEO, and is a part of the senior leadership team.In this role, we have a preference for Toronto-based employees who can work hybrid/on-site.Our founding team and advisors are serial entrepreneurs and technologists from Google, Mozilla, MIT Media Labs, and other top organizations. The company is joined by top-tier and global venture funds and angel investors.Key Responsibilities:Lead and manage a team of engineers specializing in areas like Android/Linux development, network programming, WebGL, WASM, WebGPU, WebRTC, DevOps, and AWSRecruit, lead, and build a world class early stage, mission driven, technical teamLead the architectural design and technical roadmap of our productWork closely with CEO to develop strategic direction and visionWork closely with team members to understand their challenges, providing technical guidance and support where neededLead the architectural design and technical roadmap of our cloud-based product infrastructure, ensuring its scalability and reliabilityFacilitate collaboration and information sharing among team members to ensure optimal results and cohesion in a remote first environmentAssist with career development of team members, setting goals, and conducting performance reviewsPromote a culture of thorough understanding and problem-solving, encouraging team members to delve deeply into every aspect of the systems they're working onSupport in managing the candidate and employee lifecycle of direct reports, such as acting as a hiring manager, assisting in onboarding, and conducting performance reviewsRequirementsMust Haves:10+ years of experience in software development, with 5+ years in a leadership roleProven experience in building and leading a world-class technical teamStrong believer and bias for building smaller, more senior, highly collaborative, high-performance teams, enabled by aggressive automation and rapid experimentationA passion for invention and track record of building innovative emerging technologies with strong R&D foundationsProven experience in building a zero-to-one, venture-backed-type startup environmentExperience in all aspects of mobile game development such as game engines, SDKs, and other related ecosystem technology Experience with complex system design and bringing live products to market that can anticipate rapid iterative developmentExcellent communication and interpersonal skills, with a proven ability to facilitate collaboration and information sharing in a first environmentExperience in effectively managing product planning through breaking down complex problems, assessing trade-offs, and presenting concise, data-driven & strategic level recommendations to executive leadershipNice to Haves:Expertise in most of the following areas: C/C++, AOSP/Android, GLES, WebGL/WebGPU, WASM, WebRTC, Browser Engines, Game Engines, and AWSA strong passion for emerging technologies and AI/MLProven experience in managing, running, and scaling cloud-based production infrastructure, specifically with AWS, alongside familiarity with DevOps practicesExperience with advanced compression software designExperience with AdTech or Mobile SDKsTechnical product management experienceDeep background and understanding of modern game enginesStrong background and interest in emerging web technologiesStrong understanding of low-level operating systems or graphics rendering or game enginesGraduate work and/or a research background in a related areaBenefitsWe offer a competitive salary, benefits, and an Employee Stock Option Plan."
Front End Developer,Workiy Inc.,"Vancouver, British Columbia, Canada",Entry level,1 day ago,Contract,Other,Wellness and Fitness Services,"This is a remote position.Front End (NodeJS + Angular) DeveloperPosition SummaryThe Fullstack developer is primarily responsible for crafting, developing, and coding solutions to meet customer expectations and specifications as discussed and detailed in Epics, Features and Stories (Agile process). You will be working with other developers and leads in the broader organization. Your expertise and inputs into designs and technology solutions will facilitate accurate decision-making and mitigate development and implementation risks.The applicant will understand the system development life cycle; Agile software project management approaches; and requirements, design, and test techniques. We are seeking someone who can conceptualize and influence application and interface projects, and therefore ought to understand what advice to give and where to plug in to steer toward desirable outcomes.In addition, you should be either experienced or conversant in emerging ideas in application development both on the user interface and middle tier technologies. While not necessarily deep in all of these technologies, you should understand them sufficiently to guide the organization in understanding and possibly adopting them if appropriate.Required Qualifications5+ years of professional experience in front end development using HTML, CSS, JS & JS frameworks especially in Angular. 5+ years of experience and expertise with HTML5, CSS3, Sass/Less, Mixins, Polyfills, JS Libraries & Frameworks like (jQuery, NodeJS, AngularJS, Angular 13.0 & above), REST API's 3+ years of experience with cloud computing technologies 3+ experience with Stack Reviews, Code Reviews, Improvement, Best Practices, Solutioning Experience.  3+ years of experience of working in Github, CI/CD pipeline.  3+ years of Experience in Node.js, frameworks (e.g. Express), and JavaScript.  3+ years of Experience in server-side templating languages, front-end technologies  3+ years of Experience in asynchronous programming using NodeJS/Javascript  Experience with common API formats (e.g. JSON, XML, Websockets)  Design client and server-side architecture.  Must be comfortable around both front-end and back-end coding languages, development frameworks and third-party libraries.  Knowledge of strong encryption methodologies, and common authentication patterns.  Experience in Redis integration with NodeJS Preferred QualificationsExperience with various version control tools like GITHub, GitLab Working experience of CI/CD pipeline integration, Harness, Circle CI, argocd, GITHub  Experience leveraging container-based technologies Experience with Agile development practices with project & task management tools such as SharePoint, Rally, JIRA & HP ALM etc. Expert & build& deployment tools like gulp, grunt, docker etc., and having experience with architecting solutions to complex problems. Experience with writing custom reusable components, pipes, directives, services & modules using Angular CLI. Excellent communications skills with ability to communicate effectively in visual, verbal, and written form to teams, clients and leadership. Good understanding of framework code and methods of component architecture Familiarity with the whole web stack, including protocols and web server optimization techniques Working experience with unit testing and end-to-end testing tools - preferably Jasmine, Karma, Protractor or similar alternatives.  Experience with build & deployment tools like gulp, grunt, docker etc., and having experience with architecting solutions to complex problems. EducationBachelor’s degree or foreign equivalent in Computer Science, Information Systems, Engineering or an equivalent years of experience."
Software Developer-1,GoodLife Fitness,"London, Ontario, Canada",Entry level,1 day ago,Full-time,Engineering and Information Technology,Wellness and Fitness Services,"SOFTWARE DEVELOPERWho is a Software Developer?The Software Developer is responsible for the quality, integrity, scalability, resiliency, and overall technical performance of the products and services developed within their team’s assigned product portfolio. They will ensure that the overall technical solution meets business needs and aligns with GoodLife’s technology strategies, as communicated by the Digital Experience Leadership team. The Software Developer participates in all phases of the software development lifecycle, from requirements definition through service delivery and operational support, and is responsible for producing high-quality solutions and accurate system design documentation.What will you be doing?Develops, deploys and supports software components for products and services in a Microsoft .NET environment, ensuring alignment with business requirements as directed by Product Owners and the Digital Experience leadership teamBuilds and maintains efficient and high-quality code and integrates software components and third-party programsCollaborates with other Software Developers to perform pair programming and code reviews, as needed, reinforce the quality of code and applicationsWorks with support teams and product teams to solve common problems and to enhance the availability and content of designated applicationsCreates technical documentation for referencing and reportingCollaborates with Quality Assurance (QA) Specialists and Product Owners to test and debug software, diagnose and resolve system issues, create release notes, operating procedures and technical documentation, in order to maximize the quality of softwareCollaborates with Architecture, Infrastructure, and Security teams to understand the infrastructure and platform roadmaps and proactively leads and implements initiatives to ensure applications are utilizing current, supported versions.Identifies opportunities for process improvement; develops and implements solutions to drive iterative change by participating in retrospective meetings in order to maximize the quality, efficiency and agility of software development teamsDo you have what it takes?Bachelor’s Degree or College Diploma in Computer Science or related field2 to 4 years of experience in software developmentSkilled in some of these technologies: Azure, .NET Core, C#, Java, SQL Server databases, REST, SQL. ReactJS, HTML5, SCSS, and/or ES6 program languagesSome understanding of API development & design, information architectures and microservices Some experience in a DevOps environment, able to drive solutions in Containerization & CI/CDExperience developing and maintaining scalable web applications with modern front-end frameworks and technologiesSkilled in all or many of these technologies: Azure, .NET Core, C#, Java, SQL Server databases, REST, SQL. ReactJS, HTML5, SCSS, and/or ES6 program languagesDeep understanding of API development & design, information architectures and microservicesExtensive experience in developing and maintaining scalable web applications with modern front-end frameworks and technologiesExtensive experience in a DevOps environment, able to drive solutions in Containerization & CI/CDWhat's In It For YouOngoing training and development to ensure a long and successful career pathCareer advancement opportunitiesCompetitive Total Rewards PackageFREE Fitness membershipFun and energetic atmosphere to come to every day!Diversity and InclusionAt GoodLife Fitness, we are committed to fostering an inclusive, accessible environment, where all employees and members feel valued, respected and supported. We are dedicated to building a workforce that reflects the diversity of our customers and communities in which we live and serve. We are committed to meeting the accessibility needs of persons with disabilities in a manner that respects their dignity and that is equitable. If you require an accommodation for the recruitment/interview process (including alternate formats of materials, accessible meeting rooms or other accommodation), please let us know and we will work with you to meet your needs."
Front End Engineer,TechInsights,"Ottawa, Ontario, Canada",Entry level,3 days ago,Full-time,Engineering and Information Technology,Semiconductor Manufacturing,"OUR STORYTechInsights is the information platform for the semiconductor industry.Regarded as the most trusted source of actionable, in-depth intelligence related to semiconductor innovation and surrounding markets, TechInsights’ content informs decision makers and professionals whose success depends on accurate knowledge of the semiconductor industry—past, present, or future.Over 650 companies and 75,000 users access the TechInsights Platform, the world’s largest vertically integrated collection of unmatched reverse engineering, teardown, and market analysis in the semiconductor industry. This collection includes detailed circuit analysis, imagery, semiconductor process flows, device teardowns, illustrations, costing and pricing information, forecasts, market analysis, and expert commentary. TechInsights’ customers include the most successful technology companies who rely on TechInsights’ analysis to make informed business, design, and product decisions faster and with greater confidence. For more information, visit www.techinsights.com.THE OPPORTUNITYThe Senior Full Stack Engineer will report to a Value Stream Agile Development Manager (VS ADM), Engineering, and will work closely with developers to ensure that the implemented code aligns with the associated engineered solution.You, as the Engineer, play a pivotal role in the Development team, embodying the knowledge of the Platform and its technical vision. You will act as the technical glue in the Development team, providing stewardship around the development of the Platform, ensuring that implementation is aligned to the planned architecture, and that any technical debt is identified and only accepted when appropriate.Solutions that you will create will provide guidance for proper development and may explore the feasibility of a particular approach through a Proof-of-Concept (PoC).This role will be based out of our Ottawa office.WHAT YOU WILL DODesigns Software Systems that meet or exceed business requirementsIdentifies and mitigates software development risks on behalf of TechInsights before development work begins.Design technical solutions to deliver the Platform Architecture, including:Designing for scaleDesigning for securityMapping requirements & technology stacks to development team skillsetsEmitting telemetry and monitoring eventsDefining failover pathsDevelop Infrastructure as Code (IAC) to deploy our software systems in conjunction and cooperation with our CloudOps specialistsOwn TechInsights’ Platform reliability and code qualityCoordinate with the Architecture team, providing information on technical investigations into buy/partner decision options, and make associated recommendations.Provide Technical Oversight of Software Development TeamsProvide technical supervision of the developersValidate any technical proposals from the developersAct as knowledge resource on the Platform for the developersProvide DevOps SupportBuild, retain and document all intellectual property related to TechInsights’ software PlatformEmbody Knowledge About how TechInsights’ Platform WorksProvide end-customer technical support during high-severity platform situationsWHO YOU AREMinimum 8-10 years of experiencePost-secondary education in Computer or Data Science, Software Engineering or related discipline, or equivalent experienceExpertise in Angular (v10+), RxJS, TypeScript, HTML 5, CSS 3/Flex requiredA bias for action and iterationWilling to drive innovation and take calculated risks when opportunities present themselvesStrong critical thinking skills including the ability to recognize underlying issues and implications of decisions or courses of actionWell-organized with strong attention to detailAbility to set and manage commitmentsStrong written and verbal communication skillsBackground in building technical integrated products, ideally in a SaaS environmentKnowledge of software concepts and applications, with hands-on experience developing software programsExperience with Retool, AWS, Python, Java and SQL considered an assetExperience with Salesforce, NetSuite, Pardot, and StarLIMS considered an assetAs part of the recruitment process for this position, you will be required to submit your latest citizenship and/or permanent residency information. This information will be used to comply with U.S. Export Control Laws and Regulations.WHY WORK WITH USCompetitive pay and generous benefits (medical, dental, vision, wellness, RRSP/401K Matching)Expected salary: 115K - 130KCADFlexible vacation policyAnnual fitness reimbursementStrong sense of camaraderie, mutual respect and shared goals among colleaguesSupport for community through charitable alliancesProfessional and career development opportunitiesWellness resources and support from management"
Data Engineer (100% Remote),Techedin,Canada,Entry level,1 day ago,Full-time,Information Technology,IT Services and IT Consulting,"We have an opening for a Data Engineer in Canada. The position's description is given below. The role provides 100% remote flexibility on a full-time (permanent)/T4 hourly basis; however, candidates must be located in Canada.Required Skills Bachelor’s Degree in Software Engineering or Information Technology Solid 7+ years of software development experience. Extensive backend experience with Python/Python 3, SQL Alchemy, and MySQL Ability to write complex SQL queries. Experience working with AWS technologies, e.g., S3, EMR/Spark, and Cloudwatch Working experience with big data technology such as Airflow, Hive, and Snowflake Ability to document requirements and specifications. Excellent analyzing and problem-solving skills.Apply Now!Techedin is a global IT Services company complementing the efforts of technology-driven enterprises in developing cutting-edge solutions for humans. We offer services in enterprise app development, content management solutions (CMS), customer relationship management (CRM), cloud engineering, custom software development, and data engineering. Our services include IT Consulting, project management, Software Quality Assurance, and data and analytics services. We develop and maintain various software applications and all other computer-related ancillary services. We have excellent professionals working round the clock to build the best technology teams and products for our customers."
Are You An IT Executive Looking For A Career Change To Scrum Master,eStaffing Inc.,Canada,Entry level,8 hours ago,Full-time,Information Technology,Staffing and Recruiting,"Are you an IT Executive Looking for a career change? This opportunity might be the perfect fit for you as you consider transitioning to Scrum Master Consulting. We are a staffing company specializing in training individuals for roles with our clientsBecome an Scrum Master Consultant (Non-IT or Coding Required)Job Title: Scrum MasterLocation: USA/CANADAVisa Status: H4/L2/USC/Work authorization/EAD/CANADA Work permit/Citizen/PR, etc.Note: We provide comprehensive training and placement tailored to meet the requirements of our clients. This course is particularly advantageous for IT Executive due to their analytical skills, which are transferable to Scrum Master concepts. Regardless of your background,Are you a IT Executive looking to pivot your career towards Scrum Master Functional Consulting? Your opportunity for career advancement and an annual income ranging from $40/hr to $60/hr awaits! Our clients actively seek Scrum Master Consultants, and we offer an inclusive training program. Additionally, many positions provide the flexibility to work from the comfort of your home.Role HighlightsAudience: Scrum MasterDuration: Flexible schedule tailored to your needsContentIntroduction to Scrum and Agile PrinciplesScrum ArtifactsSprint Planning and Daily ScrumAdvanced Scrum RolesScaling ScrumAgile Tools and MetricsContinuous Improvement in ScrumFinal Project & Review FeaturesRemote Work Opportunities: Many roles offer the convenience of remote work, enabling you to balance work and life seamlessly.Practical Experience: Engage in real-life projects to gain hands-on experience and enhance your practical skills.Opportunities for All: Scrum Master Consulting is not exclusive to IT or coding professionals. We welcome individuals from diverse educational backgrounds, providing a unique opportunity to embark on a fulfilling career.Take the First Step:Ready to become an  Scrum Master Consultant and tap into a realm of lucrative opportunities?Contact us on email"
Software Developer,Aarorn Technologies Inc,"Toronto, Ontario, Canada",Mid-Senior level,3 days ago,Contract,Engineering and Information Technology,Internet Publishing,"Aarorn Technologies is looking for a Software Developer to join the team of one of our clients. Applicants must fulfil the following requirements.DescriptionParticipate in business requirements walkthroughs.Analysis of business requirement documents and liaison with clients.Development and design of new programs or enhancements to existing ones (environment: IBM Mainframe – COBOL and DB2, occasional IMS).Creation and walk-through of Systems Response documents, Technical Specifications, and Implementation Plans.Coding of payment programs including new and existing.Preparation of test plans, test data, and unit-testing of programs.Preparation of implementation plans and promotion of programs.As assigned, response to client queries and troubleshooting of production incidents.Updates to key knowledge transfer documents such as the Claims System documentation and the Overview of Architected Payment Systems.Conduct/participate in design walkthroughs as well as test case and test results walkthroughs.Support testing of the changes by other team members.Weekly reporting on status, progress, and key issue/concerns as directed by the Project Lead or Sr. Project Manager.Transfer skills and knowledge to selected OPS staff.The resource may be required to do similar work related to the role, for other initiatives within PRS, as directed by the manager.Public Sector Experience Experience working in the public sector on a mainframe/legacy system.Technical Skills Experience as a COBOL developer in an MVS environment writing programs that access DB2 and IMS databases Experience in structured methodologies for the development, design, implementation and maintenance of applications. Experience with one or more platforms, including the operating system, database technology, communication protocols, middleware and gateways Experience developing or maintaining large scale IT systems, including high-volume batch programs Development and design of new programs or enhancements to existing ones (environment: IBM Mainframe – COBOL and DB2, occasional IMS) Ability to understand and analyze business requirements, and to design structured programs that efficiently satisfy these requirements Ability to write programs that are modular, well-structured, and easy to maintain Demonstrated success writing system design and implementation documents Experience with, and understanding of, relational databases Preparation of test plans, test data, and unit-testing of programs Preparation of implementation plans and promotion of modules Participate in business requirements walkthroughs Conduct/participate in design walkthroughsAnalytical Skills Ability to analyse and update legacy COBOL code Ability to analyze business requirements documents and liaison with clients Develop and design of new programs or enhancements to existing programs (environment: IBM Mainframe – COBOL and DB2, IMS) Respond to client inquiries and trouble shooting production incidentsCommunications Strong verbal and written communication skills Strong interpersonal and negotiation skills Strong consulting skills to engage with all stakeholdersPowered by JazzHRisyBMCjWyW"
