Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Director of Care- Permanent Full Time,Southbridge Care Homes,"South Woodslee, Ontario, Canada",Mid-Senior level,4 days ago,Full-time,Health Care Provider,Internet Publishing,"Location: South WoodsleePosition: Director of Care, Permanent Full-timeResponsibilitiesThe implementation and evaluation of the nursing department initiatives and functionsLeads in the coordination and implementation of best practice and risk management initiatives related to resident careEffectively manages utilization of nursing suppliesMaintains a system of care assessment, planning, implementation and evaluation at the resident and unit program level Maintains an active presence in mentoring staff while overseeing the provision of quality resident careInitiates investigative and corrective actions related to occupational health and safety; works with WSIB claims and return to work plansWorks on special projects, reviews, and other initiatives Assumes responsibility for the nursing department QualificationsAppropriate current certificate of competence from the College of Nurses of Ontario as a Registered Nurse A serving heart and a passion for caring for seniors Demonstrated experience with WSIB management and other aspect of Occupational Health and SafetyExperience with falls and harm reduction strategies an asset Previous similar experience in long-term care an asset, with comprehensive knowledge of duties Ability to work individually and as part of a team, to prioritize tasks in order of urgencyExcellent communication (verbal and written) and comprehension skills Developed creative problem-solving skills to look at the “big picture”Interested applicants should send their resume through this posting We would like to thank all applicants for your interest in working as part of our team! Only those applicants selected to move forward in the recruitment process will be contacted.Southbridge Care Homes welcomes those applicants with disability related needs and those whom a need for accommodation in the recruitment process. Please provide notice of your need for accommodation to the hiring manager upon scheduling of an interview.Powered by JazzHRl48kSkhqOg"
Food Service Supervisor,One Therapy Network,"Victoria, British Columbia, Canada",Internship,4 days ago,Full-time,Management and Manufacturing,Internet Publishing,"A&W in Victoria, BC, is seeking full-time, permanent, Food Service Supervisors, for our Douglas Street location to start immediately.Operating Name: Island Burgers Inc.Position: Food Service SupervisorAddress: 3335 Douglas Street, Victoria, BC V8Z 3L2No# of Positions: 6Terms of Employment: 2 years permanentLanguage Requirement(s): EnglishWage: $18.50 per hourBenefits Package (if applicable): We also offer various benefits which include an extensive single or family Medical/Dental Benefit which comprises of Pharmaceuticals, Hospital Care, Paramedical, Medical Equipment, Travel, Visioncare, Basic and Optional Life, along with an optional Group RSP.Hours per week: 32Education: Secondary schoolWork Experience: 3 years experience in food preparation.Job Duties:Supervise, co-ordinate and schedule the activities of staff who prepare, portion and serve food to serve to guests Estimate and order ingredients and supplies required for meal preparation Establish work schedules and ensure staff follow procedures Maintain records of stock, sales and wastage and report to management Train staff in job duties, and sanitation and safety procedures and ensure skill transfer to new employees Ensure that food and service meet quality control standards and corporate brand standards Deal with cash, opening and closing procedures with accuracy Ensuring customer satisfaction and resolving issues as required Maintain climate relationship between team members Apply for this job if you:Have a passion for guest service and creating exceptional guest experiences;Enjoy working in a fast-paced environmentHave excellent communication skills;Enjoy learning new things;Have a ready smile and a warm personality;Are available to work 32-40 hours/week. Posted: December 15, 2023How To ApplyPlease ensure that you are providing a current, relevant, resume with pertinent work experience and references. Anyone who can legally work in Canada can apply for this job. If you are not currently authorized to work in Canada, the employer will not consider your job application.We strongly encourage Candidates to apply to this job posting through the available links first for priority processing, otherwise, in the case that the link is not working, you may apply with your resume,by email: recruitment@mcmurraygroup.caby mail: Recruitment - A&W McMurray Group, 2739 30th St., Vernon, BC, V1T 5C6, orby fax: 250-275-6707, orthrough our Career Page https://bit.ly/2J7m6kiFor further information regarding this posting, or others, please visit https://bit.ly/2J7m6ki or call 250-275-6706 x322 during business hours (10am - 4pm Pacific Time). If you are viewing this ad, the position has not been filled. Only qualified applicants will be contacted for assessments and interviews.Powered by JazzHRJwwuQbzN4E"
Rehab US RN,KYND International,"Montreal, Quebec, Canada",Not Applicable,4 days ago,Full-time,Health Care Provider,Staffing and Recruiting,"Are you a Registered Nurse who specializes in Rehabilitation care and looking for an opportunity to work in the United States?We are offering 2 year work authorizations with options to renew indefinitely. We handle all immigration, credentialing and certification for every nurse. We're dedicated to connecting qualified and passionate professionals with organizations that value expertise. $20,000.00 sign on bonus and $5,000.00 for relocation reimbursement. You must be a Canadian or Philippine citizen You must have your NCLEX. You may need an English course such as PTE or IELTS if your education for RN was in a non-English speaking country.Position Summary:The Rehab RN provides general nursing care to a diverse population of patients. You will play a key role in our organization and directly impact quality of life for patients.Position Requirements:Must have current Registered Nurse LicensureSuccessfully passed the National Council Licensure Exam-RN (NCLEX-RN)Must obtain ACLS & American Heart Association Basic Life Support (BLS) within 6 months of hire"
Food Service Supervisor,One Therapy Network,"Victoria, British Columbia, Canada",Internship,2 days ago,Full-time,Management and Manufacturing,Internet Publishing,"A&W in Victoria, BC, is seeking full-time, permanent, Food Service Supervisors, to start immediately in our Langford location - Island Burgers Inc. (2430 Millstream Road).No# of Positions: 4Terms of Employment: 2 years permanentLanguage Requirement(s): EnglishWage: 18.50 per hourBenefits Package (if applicable): We also offer various benefits which include an extensive single or family Medical/Dental Benefit which comprises of Pharmaceuticals, Hospital Care, Paramedical, Medical Equipment, Travel, Visioncare, Basic and Optional Life, along with an optional Group RSPWeekly hours: 32Location of work: 2430 Millstream Road, Victoria BC V9B 3R3Education: Secondary schoolWork Experience: Minimum 3 years experience in food preparation.Job Duties:Supervise, co-ordinate and schedule the activities of staff who prepare, portion and serve food to serve to guests Estimate and order ingredients and supplies required for meal preparation Establish work schedules and ensure staff follow procedures Maintain records of stock, sales and wastage and report to management Train staff in job duties, and sanitation and safety procedures and ensure skill transfer to new employees Ensure that food and service meet quality control standards and corporate brand standards Deal with cash, opening and closing procedures with accuracy Ensuring customer satisfaction and resolving issues as required Maintain climate relationship between team members Job Requirements:Have a passion for guest service and creating exceptional guest experiences;Enjoy working in a fast-paced environmentHave excellent communication skills;Enjoy learning new things;Have a ready smile and a warm personality;Are available to work 32-40 hours/week.Posted: March 8, 2024How To ApplyPlease ensure that you are providing a current, relevant, resume with pertinent work experience and references. Anyone who can legally work in Canada can apply for this job. If you are not currently authorized to work in Canada, the employer will not consider your job application.We strongly encourage Candidates to apply to this job posting through the available links first for priority processing, otherwise, in the case that the link is not working, you may apply with your resume,by email: recruitment@mcmurraygroup.caby mail: Recruitment - A&W McMurray Group, 2739 30th St., Vernon, BC, V1T 5C6, orby fax: 250-275-6707, orthrough our Career Page https://bit.ly/2J7m6kiFor further information regarding this posting, or others, please visit https://bit.ly/2J7m6ki or call 250-275-6706 x322 during business hours (10am - 4pm Pacific Time). If you are viewing this ad, the position has not been filled. Only qualified applicants will be contacted for assessments and interviews.Powered by JazzHR8t6TEDKxou"
Community Health Worker,Interior Health Authority,"Nelson, British Columbia, Canada",Entry level,3 days ago,Part-time,Other,Hospitals and Health Care,"Interior Health is currently seeking a Community Health Worker to join our team at the Gordon Road Wellness Centre in beautiful Nelson, B.C.Are you dedicated to delivering patient-centered care? Are you looking for a flexible work schedule? If the answer is 'yes' then we want to hear from you!Who We AreInterior Health (IH) is committed to achieving a culturally diverse and inclusive workforce that is representative of the communities we serve, and where you are encouraged to bring your whole self to work. Well-being and work life balance is promoted within the IH team, and our commitment to environmental sustainability supports our primary goal of increasing the health and well-being of everybody in the Interior Health region from our employees to the population we serve.What We OfferWe offer a range of employee benefits and services to support you at every stage of your career: Employee & Family Assistance Program Employer paid training/education opportunities Generous Vacation Entitlement Employer Paid Health Benefits Municipal Pension Plan Shift Premiums Competitive wagesAbout The JobAs a Community Health Worker, you will work as part of a dynamic team of Nurses and LPNs who support Community Clients’ independence and ability to stay at home. Community Health Workers provide home support services to clients, by assisting with personal care and daily living, while promoting maximum independence. Community Health Workers are key players in the home health care plan for each client.Typical Duties Include Activities of daily personal care, such as bathing, dressing, grooming and oral hygiene Household duties related to maintaining a safe and healthy environment in the home Meal preparation in accordance with designated plans Assistance with mobility and transfers Observing and reporting changes in client behaviour and condition Performing delegated tasks according with training and proceduresThis is a RELIEF PART TIME (0.55 FTE) opportunity until November 1, 2025 or the return of the incumbent. The Shift Types for this position are rotating DAYS, with the hours of work being 07:00 to 11:30, 13:00 to 17:00.This position alternates between the hours of 0700-1130 and 1300-1700 shifts and rotates 5 days on and 2 days off or 5 days on and 3 days off.About this location/unit:Nelson Located on the shores of beautiful Kootenay Lake and surrounded by the Selkirk Mountains is the picturesque community of Nelson. Lush parks, colourful gardens and over 350 heritage buildings give the city of Nelson a unique charm. Known as “City of the Arts,” Nelson has been consistently ranked as the number one small town arts community in Canada. Residents enjoy a wide range of leisure pursuits, including hiking, biking, boating, fishing, golfing, and skiing. Nelson is an economically diverse community supported by small retail businesses, tourism, and internet-based businesses.Interior Health is an organization where you have room to grow and where life outside of work is just as important to us as it is to you. Apply Today!"
Manager Patient Access and Transition,Winnipeg Regional Health Authority (WRHA),"Winnipeg, Manitoba, Canada",Mid-Senior level,4 days ago,Temporary,Health Care Provider,Hospitals and Health Care,"Requisition ID:  355367 Position Number:  20040496 Posting End Date:  March 16, 2024 City:  Winnipeg Employer:  Shared Health Site:  Health Sciences Centre Department / Unit:  Care Coodination - HSC Job Stream:  Clinical Support Union:  Non Union Anticipated Start Date - End Date:  ASAP  -  Indefinite Reason for Term:  Other Leave FTE:  1.00 Anticipated Shift:  Days Work Arrangement:  In Person Daily Hours Worked:  7.75 Annual Base Hours:  2015Shared Health leads the planning and coordinates the integration of patient-centered clinical and preventive health services across Manitoba. The organization also delivers some province-wide health services and supports centralized administrative and business functions for Manitoba health organizations.Position OverviewIn conjunction with all programs and services operating within the facility, the Utilization Manager is responsible for operationalizing the overall utilization framework. The Manager Patient Access and Transition will be responsible for implementing site and regional policies and processes related to admission, transfer, discharge, and utilization. The Manager Patient Access and Transition will work with facility and regional Quality and Decision Support staff to generate and analyze utilization data in conjunction with program teams. The Manager Patient Access and Transition will monitor adoption and use of flow systems and tools (e.g. MedWorxx, Oculys) and recommend training plans.ExperienceMinimum 5 years experience demonstrating knowledge and skill in utilization management within a combination of hospital and community health care settings.Progressive experience in management.Education (Degree/Diploma/Certificate)Bachelor Degree in relevant health care discipline, Masters preferred.Educational preparation in utilization an asset.Certification/Licensure/RegistrationCurrent registration with professional licensing body.Qualifications And SkillsDemonstrated skills in writing policies, procedures and development and analysis of utilization indicatorsExcellent interpersonal and communication skillsDemonstrated ability to initiate and maintain effective resource contactsDemonstrated ability to work with all levels of managementDemonstrated ability to analyze and problem-solveDemonstrated ability in utilizing computerized applications, such as Microsoft Word and Excel This term position may end earlier as outlined in your collective agreement. We have a unique ability to work together to make health care better. If you want to make a difference and contribute to supporting the health of your family, friends and neighbours, please apply today.Interested candidates should select the ""Apply"" icon below to upload their cover letter, resume and copy of licenses/certification. This position requires a current satisfactory Criminal Records Check (including Vulnerable Sector Search), Child Abuse Registry Check and Adult Abuse Registry Check as conditions of employment. The successful candidate will be responsible for any service charges incurred. A security check is considered current if it was obtained no more than six (6) months prior to the start of employment. Please note that an employee is not permitted to hold two or more positions in Shared Health that combine to equal more than 1.0 FTE.Shared Health values and supports employment equity and workplace diversity and encourages all qualified individuals to apply. We thank all applicants but only those selected for an interview will be contacted.We welcome applications from people with disabilities. Accommodations are available upon request during the assessment and selection process."
Clinical  Educator (N4) - Mental Health,Winnipeg Regional Health Authority (WRHA),"Winnipeg, Manitoba, Canada",Mid-Senior level,4 days ago,Full-time,Health Care Provider,Hospitals and Health Care,"Requisition ID: 355566 Position Number:  20051351 Posting End Date:  March 16, 2024 City:  Winnipeg Employer:  Winnipeg Regional Health Authority Site:  Victoria General Hospital Department / Unit:  Unit 6 - VGH Job Stream:  Clinical Support Union:  MNU Anticipated Start Date:  04/08/2024 FTE:  0.60 Anticipated Shift:  Days Work Arrangement:  In Person Daily Hours Worked:  7.75 Annual Base Hours:  2015 Salary:  $42.124 , $43.683 , $45.245 , $46.947 , $48.898 , $50.789 , $52.855 , $55.007Grow your career in the Winnipeg Health Region! Our team provides a spectrum of health care services through an integrated network of sites, services and organizations. We’re united by a shared commitment to excellent and equitable health care.Position OverviewUnder the direction of the Director of Programs & Patient Services and in collaboration with the Program Director and Managers the Education Instructor will demonstrate a commitment to the Mission, Vision and Key beliefs of the Victoria General Hospital. The Education Instructor is a program based professional responsible for: maintaining and improving the quality of care through clinical practice, consultation, education, research and community service; participating in the planning, implementation and evaluation of new clinical and educational programs in the area of clinical expertise; and performing other duties as required. The Education Instructor will provide facility wide continuous quality improvement through leadership and example.Experience Minimum of five years current relevant clinical nursing experience in acute mental health required.  Two years of teaching experience in health education and/or adult education preferred. Education (Degree/Diploma/Certificate) Bachelor of Science in Psychiatric Nursing, Bachelor of Science of Nursing degree, or related undergraduate degree required.  Master's Degree in Psychiatric Nursing, Master’s Degree in Nursing or equivalent preferred.  Certificate in Adult Education preferred.  Post graduate relevant/current specialty nursing course(s) preferred. Knowledge of research process, program planning and evaluation required.Certification/Licensure/Registration Current registration with the appropriate nursing professional association required.  Active participation in professional associations e.g. Association of Regulated Nurses of Manitoba (ARNM) preferred. Qualifications And Skills Scope of practice as documented in the Regulated Health Professions Act (RHPA).  Knowledge of research process, program planning and evaluation required.  Strong leadership and communication skills required. Physical Requirements Good physical and mental health.  Moderate to heavy physical effort required.  This position requires a current satisfactory Criminal Records Check (including Vulnerable Sector Search), Child Abuse Registry Check and Adult Abuse Registry Check as conditions of employment. The successful candidate will be responsible for any service charges incurred. A security check is considered current if it was obtained no more than six (6) months prior to the start of employment. Please note that an employee is not permitted to hold two or more positions across the WRHA legal entity that combine to equal more than 1.0 EFT. The WRHA legal entity includes Churchill Health Centre, Deer Lodge Centre, Grace Hospital, Middlechurch Home of Winnipeg, Pan Am Clinic, River Park Gardens, Victoria General Hospital, WRHA corporate programs, and WRHA community health services. Effective April 1, 2024, Golden West Centennial Lodge will also be part of the WRHA legal entity.Interviewed candidates may be called upon to participate in a skills assessment.Any application received after the closing time will not be included in the competition.We welcome applications from people with disabilities. Accommodations are available upon request during the assessment and selection process."
Registered Nurse (RN) - Support,St. Joseph's Healthcare Hamilton,"Hamilton, Ontario, Canada",Mid-Senior level,5 days ago,Temporary,Health Care Provider,Hospitals and Health Care,"Position DetailsPosting #: 27417Department: Post Anaesthetic RoomEmployee Type:Temporary, Full Time, SupportIf Temporary, Number of Weeks:18 monthsUnion:ONAOpenings Remaining:1ScheduleWork Days: Monday to SundayTime of Day: Days, Afternoons, Evenings, Nights, On-Call, Stand-byShift: Rotating, 12 hourShift Start: Hours are subject to change based on operational requirements.This position may be scheduled at any of the following sites: Charlton Campus (Hamilton Downtown)Application DatesOpening Date: 12/03/24Closing Date: 19/03/24 Applications must be received online by 12:00 midnight on the Closing DatePosition DescriptionPOSITION SUMMARY:The Registered Nurse (RN) is a regulated health care professional who adheres to and models the Standards and Guidelines of the College of Nurses of Ontario; the SJHH mission, vision and values, policies and procedures; and applicable specialty standards. The RN provides patient/client-centred and evidence informed care to promote health and assess the need for the provision of care and the treatment of health conditions by supportive, preventative, therapeutic, palliative and rehabilitation means in order to attain or maintain optimal patient/client function. The RN collaborates with the inter-professional team and assumes a leadership role in the delivering a full range of care and treatment to patient/clients including those with complex needs, high acuity and less predictable outcomes.QualificationsCurrent registration with Colleges of Nurses of Ontario requiredDemonstrated commitment to the mission, values, and philosophy of St. Joseph's Health CareMust have a minimum of 2 years related recent experience in critical care nursing (i.e. PACU, Intensive Care etc)Recent Cardiac Arrhythmia Monitoring And Interpretation Experience RequiredMinimum 2 years Perioperative nursing experience preferredPrevious post op Surgical Nursing or Endoscopy nursing experience preferredCurrent BCLS/HCP certification requiredACLS preferredPACU course an assetCritical Care Course an assetGentle Persuasive Approach training preferredDemonstrated knowledge, sensitivity and expertise in the care of patients and their familiesDocumented ability to work under stress and function effectively in critical situationsAbility to effectively work in an interdisciplinary team modelWillingness and ability to work the shifts as required in order to meet the operational needs of the program within a float position covering multi-unit needs and timeframesDemonstrated ability to function efficiently within a multi-disciplinary teamMust be able to complete orientation as requiredA good attendance and work record demonstrating reliability and dependability is essentialA resume regarding further education, special courses and experience should accompany the applicationEvidence of commitment to ongoing professional developmentPerioperative Program Support Float Line: The successful applicant’s base unit will be Post Anesthetic Care Unit (PACU). The applicants primary FT assignment (Rotating Days/Evenings) will be rotated between PACU and Endoscopy but applicant may be reallocated to required coverage within the Perioperative/Surgical Program including Day Surgery Unit, Surgical Stepdown Unit, and Surgical Inpatient Units as needed following all applicable scheduling provisions of the Collective Agreement.All positions will comply and work in conjunction with the Mission, Vision and Core Values of St. Joseph’s Healthcare Hamilton. We foster a culture of patient and staff safety.St. Joseph’s Nursing Vision is to make a difference in the lives of those we care for, our organization, and the future of our community through achievement of excellence in nursing and commitment to a culture of nursing innovation, empowerment, leadership and accountability.St. Joseph’s Healthcare Hamilton (SJHH) is an equal opportunity employer and strives for equity, inclusiveness, and diversity in all our programs, practices, facilities, and people. We foster a culture of patient and staff safety where all positions comply and work in conjunction with the Mission, Vision, and Core Values of SJHH.We thank all applicants for their interest, however, only those selected for an interview will be contacted. SJHH is committed to a barrier-free recruitment and selection process - please inform us should accommodation be required at any point in the recruitment process.Vaccines (COVID-19 and others) are a requirement of the job unless you have an exemption on a medical ground pursuant to the Ontario Human Rights Code."
Personal Support Worker Young Finch and Thornhill Areas,Qualicare,"Etobicoke, Ontario, Canada",Entry level,4 days ago,Full-time,Other,Hospitals and Health Care,"Company OverviewQualicare Homecare is looking for compassionate, caring, and reliable individuals to join our family as Personal Support Workers/Caregivers. As a Personal Support worker, you will not only be looking after the clients, you will be a part of an amazing team, that promotes a culture of recognition, appreciation, respect, leadership, learning, and ongoing support.Did you know that Qualicare is also Great Place to Work certified? Come and join us, why wouldn't you? 91% of our employees agree that Qualicare is a Great Place to Work and we are so proud of our company’s culture based on Respect, Fairness, Credibility, Pride, and Camaraderie. Qualicare received this ranking after a thorough ‘audit’ by the Great Place to Work® teaWe are looking for a Personal Support Worker in the Young Finch, Thornhill AreasFlexible working hours,Flexible working hours - Select your own shiftsOngoing opportunity with the ability to pick up additional shiftsPPE provided (Personal protective equipment) Referral bonusesContinuing education programsJob SummaryThe Personal Support Worker/Caregiver is a member of the home care team who works under the supervision of the Care Coordinator and performs various personal care services as necessary to meet the client’s needs.ResponsibilitiesMeal PreparationLight HousekeepingAccompany clients on outingsShopping and errandsMedication RemindersAmbulation and transporting of clientsProvide companionship to clientsLight Housekeeping Ability to follow a care planDocumentation/ChartingQualificationsPersonal Support Worker Certificate or equivalent (eg. foreign-trained nurse, nursing student after one year of completing the school).Current CPR/First Aid trainingCurrent Police Record Check or Vulnerable Sector Screen or be willing to obtain one.Negative TB skin test or chest x-rayAccess to the internet/mobile phone.Great support and teamworkDementia/Alzheimer's experienceReliable and Experienced"
Health Care Aide,Qualicare,"Vernon, British Columbia, Canada",Mid-Senior level,4 days ago,Full-time,Health Care Provider,Hospitals and Health Care,"Benefits/PerksShifts ranging anywhere from 4 hours up to 12 hoursFlexible working hours - Select your own shiftsPPE provided (Personal protective equipment)Competitive WagesReferral bonusesContinuing education programsOngoing shifts in order to build close relationships with our clientsMaking a difference in the lives of those dealing with medical illnesses and age-related complicationsCompany OverviewQualicare Homecare is looking for compassionate, caring, and reliable individuals to join our family as Registered HCA/ Caregivers. Qualicare location offers home care services that focus on providing the best quality of life for our clients and peace of mind for their families.Qualicare, Kelwona has immediate openings for Personal Support Workers/ Caregivers!Job SummaryThe Registered HCA's Support Worker is a member of the home care team who works under the supervision of the Care Coordinator and performs various personal care services as necessary to meet the client’s needs.Job SummaryThe Registered HCA's Support Worker is a member of the home care team who works under the supervision of the Care Nurses and performs various personal care services as necessary to meet the client’s needs.Responsibilities Assistance with personal care and hygieneMeal PreparationLight HousekeepingAccompany clients on outingsShopping and errandsMedication Assist/ RemindersAmbulation and transporting of clientsProvide companionship to clientsAbility to follow care-planDocumentation/ChartingQualificationsBC HCA registry required.Current CPR/First Aid training or willingness to obtain Negative TB skin test or chest x-rayAbility to travel around location territoryAccess to Internet/mobile phoneif you are not in Canada or legally work in Canada, please do not apply"
"Head, Business Unit Operations",Scientific Search,"Toronto, Ontario, Canada",Executive,2 days ago,Full-time,Management and Business Development,Staffing and Recruiting,"Head of Business Operations Location: Toronto, OntarioSummary: Step into a pivotal role as the Head of Business Operations at a leading life-sciences company. You'll be at the forefront of driving strategic initiatives and managing operational excellence. This role is not just about managing; it's about leading in an industry that changes lives, pioneering innovative solutions, and guiding a dynamic team towards a shared vision.Why You Should ApplyLead a global life-sciences company making real-world impact.Opportunity to strategize and implement cutting-edge business practices.Work in a collaborative environment that fosters innovation.Engage in diverse responsibilities, ensuring no two days are the same.What You’ll Be DoingDriving business objectives and revenue goals.Building and maintaining relationships across all organizational levels.Communicating strategic directions and setting clear goals.Developing and implementing growth strategies.Encouraging creative and effective problem-solving.About YouMBA or equivalent with a strong track record in senior management.In-depth understanding of the generic pharmaceuticals market.Proven ability to foster an inclusive and equitable work environment.Exceptional leadership and communication skills.How To ApplyWe’d love to see your resume, but we don’t need it to have a conversation. Send us an email to ava@scientificsearch.com and tell me why you’re interested. Or, feel free to email your resume. Please include Job #18436. Compensation target is $350k."
Health Promotion & Wellness Consultant,TELUS,"Toronto, Ontario, Canada",Not Applicable,4 days ago,Full-time,Health Care Provider,"IT Services and IT Consulting, Telecommunications, and Utilities","DescriptionThe Health Promotion and Wellness Consultant, in partnership with the Wellness team, has the responsibility to plan, implement, deliver, and support a health and wellness promotion program for employees across North America for one of our corporate clients.Location: Waterloo, ON 3 days in office (Tues/Wed/Thurs), 2 days remoteStatus: Full Time Temporary (12-18 months)What you will do:Support the annual program plan for wellness in consultation with the Wellness team Assist with the development and delivery of a communication and marketing plan to maximize awareness of the program through creative marketing strategiesPlan and deliver health promotion education programs and initiatives and evaluate and monitor service delivery and effectivenessCreate and deliver health and wellness sessions in person in Waterloo and/or virtuallySupport and lead a variety of mental health initiatives with an overall goal of prevention and awareness buildingWork closely with other corporate departments and community agencies to stay on top of trends and emerging risksAssist with the coordination of logistics for the annual biometric screening clinics, annual preventive screenings, annual flu immunization program, and other onsite eventsCreate and maintain Excel spreadsheets for statistical data and reporting Create and deliver wellness content for team meetings, town halls, conferences and other events as requestedProvide wellness breaks (stretching, mindfulness) for town halls, quarterly meetings, conferences, and other team meetings as requestedTeach a variety of Express Wellness Virtual Fitness ClassesManage a Wellbeing SharePoint site, event calendar and booking systemEducate employees on how to properly adjust and utilize their new workstations, as well as promote increased movement and standing time, to improve the overall health of employeesAct as a consultant to Health and Safety Committees on ergonomic health and safety concernsQualificationsWhat you bring:Degree or Diploma in Kinesiology, Nutrition, Fitness or Health PromotionCurrent certifications in Group Fitness and CPR/First Aid/AED preferredEnergetic, confident, reliable, positive, engaging with a passion for fitness and healthWorks well as part of a teamHigh degree of self-motivation and initiativeStrong organization and time management skillsExcellent communication (both written and verbal) and customer service skillsStrong computer skills with ability to adapt to and learn various software applicationsWe are looking for enthusiastic, customer service-minded individuals who want to work in a collaborative, friendly and supportive environment. Join our team and help us shape the future of how Canadians engage with the healthcare ecosystem.AccessibilityTHCC is proud to foster an inclusive culture that embraces diversity. We are committed to fair employment practices and all qualified applicants will receive consideration for employment. We offer accommodation for applicants with disabilities, as required, during the recruitment process. Please let the recruitment team know of any accommodation requirement at the beginning of the process.Please note that we are exclusively recruiting people who can work legally in Canada.By applying to this role, you understand and agree that your information will be shared with the TELUS Group of Companies’ Talent Acquisition team(s) and/or any leader(s) who will be part of the selection process."
Health Care Aide - Repost,Winnipeg Regional Health Authority (WRHA),"Winnipeg, Manitoba, Canada",Entry level,3 days ago,Full-time,Health Care Provider,Hospitals and Health Care,"Requisition ID: 352736 Position Number:  20055510 Posting End Date:  March 19, 2024 City:  Winnipeg Employer:  Riverview Health Centre Site:  Riverview Health Centre Department / Unit:  HCA Relief and Casuals Job Stream:  Clinical Support Union:  CUPE Anticipated Start Date:  ASAP FTE:  0.70 Anticipated Shift:  Days;Evenings Daily Hours Worked:  7.75 Annual Base Hours:  2015 Salary:  $20.090 , $20.694 , $21.314 , $21.952 , $22.612 , $23.291 , $23.990Grow your career in the Winnipeg Health Region! Our team provides a spectrum of health care services through an integrated network of sites, services and organizations. We’re united by a shared commitment to excellent and equitable health care.Position OverviewUnder the supervision of the Patient Care Manager, and under the direction of the Registered Nurse, the Health Care Aide (HCA) acts as a member of the interdisciplinary health care team, assisting with patient/resident care and providing basic supportive services as delegated. The Health Care Aide demonstrates a commitment to the vision, values, goals and objectives of the region and Riverview Health Centre.Experience1 year previous experience in providing rehabilitative, long term care or chronic care to patients/residents is preferred.Education (Degree/Diploma/Certificate)Grade X.Health Care Aide Certificate from a recognized institution required.Qualifications And SkillsKnowledge of basic nursing care principles, techniques and procedures.Knowledge of Personal Health Information Act (PHIA), Workplace Hazardous Material Information System (WHMIS), Principles of Routine Practices and other relevant Workplace Safety and Health requirements/responsibilities.Knowledge of regional, site and work area policies and procedures.Knowledge of roles and responsibilities of members of the health care team.Skill in providing specialized and/or long term nursing care to patient/residents.Skill in application of appropriate techniques for patient/resident lifting, transferring and mobilization.Basic computer and keyboarding skills.Ability to express ideas and thoughts in English both verbally and in written formats.Ability to listen and comprehend effectively.Ability to select and use appropriate communication methods pertinent to the situation.Ability to follow directions.Ability to organize workload and set priorities.Ability to maintain confidentiality.Ability to work safely without injury to self, to patients/residents, or to other staff.Ability to establish and maintain positive interpersonal relationships with patients/residents, family members and coworkers.Physical RequirementsPhysical and mental health to fulfill the responsibilities of the position. This position requires a current satisfactory Criminal Records Check (including Vulnerable Sector Search), Child Abuse Registry Check and Adult Abuse Registry Check as conditions of employment. The successful candidate will be responsible for any service charges incurred. A security check is considered current if it was obtained no more than six (6) months prior to the start of employment. Please note that an employee is not permitted to hold two or more positions across the WRHA legal entity that combine to equal more than 1.0 EFT. The WRHA legal entity includes Churchill Health Centre, Deer Lodge Centre, Grace Hospital, Middlechurch Home of Winnipeg, Pan Am Clinic, River Park Gardens, Victoria General Hospital, WRHA corporate programs, and WRHA community health services. Effective April 1, 2024, Golden West Centennial Lodge will also be part of the WRHA legal entity.Interviewed candidates may be called upon to participate in a skills assessment.Any application received after the closing time will not be included in the competition.We welcome applications from people with disabilities. Accommodations are available upon request during the assessment and selection process."
